rural,gender,fathed,mothed,mth_scor,sci_scor,phy_scor,bio_scor
1,0,2,2,51.79,51.71,49.2,64.67
1,0,1,2,38.92,37.11,33.72,39.83
1,1,2,2,43.96,51.97,54.05,65.73
1,0,2,2,49.32,47.63,49.76,49.25
1,0,NA,2,43.4,45.91,40.46,50.24
1,1,2,2,51.7,45.93,42.47,52.36
1,0,2,2,55.49,48.57,53.78,32.32
1,1,4,2,48.58,57.82,54.97,70.58
1,1,5,3,46.74,52.88,49.79,63.14
1,1,1,1,39,41.04,44.36,39.7
1,1,3,2,38.03,39.7,39.96,43.26
1,1,2,2,46.17,51.69,56.23,48.15
1,0,2,2,54.68,53.55,52.62,50.86
1,1,2,2,39.15,51.64,55.65,45.76
1,1,2,2,64.24,62.22,60.56,63.14
1,1,3,2,50.69,51.15,53.15,53.01
1,0,3,3,44.55,52.98,54.61,46.71
1,1,5,1,34.75,26.14,32.81,24.75
1,0,4,3,67.1,62.94,63.65,63.13
1,1,4,4,60.44,59.04,55.22,65.73
1,0,4,2,49.93,37.4,44.08,36.96
1,0,5,4,56.12,63.61,61.57,70.58
1,1,4,5,68.62,65.59,64,62.73
1,0,5,4,65.54,69.98,67.95,70.58
1,0,4,2,60.27,55.19,57.02,54.91
1,1,3,4,53.12,61.08,60.47,58.21
1,1,4,3,52.18,52.37,56,51.07
1,1,4,2,66.84,58.24,59.63,70.58
1,0,4,2,47.9,53.9,55.68,53.95
1,0,1,3,36.72,44.42,43.46,52.03
1,1,2,2,48.75,52.39,47.57,50.2
1,1,4,2,61.97,59.63,54.91,63.14
1,0,4,4,64.65,62.84,63.78,63.13
1,1,4,2,64.77,65.7,61.59,65.73
1,0,4,2,41.49,47.42,52.73,46.62
1,1,5,2,60.67,57.84,55.62,62.73
1,0,5,4,61.09,66.79,66.89,63.13
1,1,5,2,55.36,52.3,50.61,47.39
1,1,2,2,52.72,51.97,49.4,53.01
1,0,2,1,40.28,54.84,62.65,54.19
1,0,3,2,47.18,45.3,39.18,48.73
1,0,3,2,53.21,58.75,61.24,48.48
1,1,2,2,52.94,47.89,51.13,46.3
1,0,2,2,34.38,39.36,37.91,32.61
1,0,4,4,61.51,61.09,55.35,58.21
1,0,5,4,62.57,63.94,57.55,64.67
1,1,4,2,52.61,54.01,54.85,44.03
1,0,2,4,45.56,50.62,48.01,53.17
1,0,3,2,44.28,42.9,49.49,39.83
1,0,4,4,63.92,52.49,52,56.19
1,1,2,2,51.53,43,43.03,42.22
1,0,1,2,30.85,57.25,60.15,56.57
1,1,2,2,42.52,39.65,47.04,40.42
1,0,2,1,36.73,33.11,41.79,32.71
1,0,2,2,47.64,68.82,66.99,57.94
1,0,4,2,45.36,43.42,37.9,48.89
1,0,4,5,50.95,52.23,54.38,56.57
1,1,2,2,44.83,34.09,37.93,41.05
1,0,4,2,67.96,73.67,75.37,70.58
1,1,1,2,40.37,49.16,49.75,50.24
1,1,2,1,38.9,36.69,36.2,42.01
1,0,4,4,41.37,67,66.46,70.58
1,0,2,2,42.54,54.84,55.34,58.21
1,1,5,2,54.4,50.48,46.79,53.01
1,0,5,4,66,67.15,66.64,70.58
1,1,4,2,50.15,46.68,46.78,56.57
1,0,4,2,37.62,36.85,42.48,36.83
1,0,2,1,44.93,61,57.61,58.65
1,0,4,2,54.37,55.18,57.27,52.91
1,1,3,2,59.64,58.81,55.62,64.67
1,0,2,2,43.41,57.34,57.21,50.06
1,0,2,2,39.82,39.53,40.06,47.43
1,1,5,5,64.01,44.87,46.92,42.65
1,0,5,4,66.35,57.71,58.53,64.67
1,0,2,2,41.14,47.24,47.01,45.12
1,1,3,2,48.7,38.66,35.35,46.71
1,0,2,2,27.36,37.06,33.81,42.74
1,1,2,1,47.83,52.75,49.13,59.52
1,0,3,2,34.71,44.44,43.67,46.26
1,0,NA,NA,46.72,43.59,48.1,44.63
1,0,NA,1,37.27,40.67,39.08,44.32
1,1,1,2,45.15,36.44,41.49,41.03
1,0,1,3,45.53,54,57.3,44.32
1,1,2,1,50.52,50.21,43.25,47.91
1,1,2,3,53.08,40.91,34.55,54.37
1,1,2,1,37.5,59.83,62.26,58.65
1,1,3,2,62.74,57.6,54.57,54.19
1,1,2,4,35.65,32.83,32.73,33
1,1,1,2,37.7,39.01,41.51,41.03
1,0,1,3,45.65,53.38,44.37,54.19
1,1,2,NA,48.46,58.54,57.33,53.01
1,1,2,2,40.1,34.39,37.64,29.92
1,0,2,2,41.11,45.36,54.61,43.08
1,0,2,2,43.78,35.43,33.7,30.74
1,1,NA,1,54.54,55.32,50.59,56.19
1,1,NA,NA,40.62,41.06,39.96,35.65
1,1,1,1,38.98,41.58,39.05,48.27
1,0,NA,2,64.38,56.23,65.86,47.21
1,1,5,1,41.53,52.75,51.45,47.89
1,1,1,NA,43.28,45.57,44.68,45.76
1,0,2,2,36.02,50.94,50.74,48.17
1,1,4,3,64.2,66.86,70.92,50.94
1,0,1,2,42.18,52.21,55.52,53.56
1,1,2,2,35.6,40.36,44.26,45.76
1,0,NA,NA,51.76,45.36,45.89,42.63
1,1,1,2,38.26,39.87,38.92,50.18
1,1,2,2,48.01,48.96,48.43,52.36
1,1,2,2,44.02,57.18,64.54,52.36
1,0,NA,NA,53.04,55.26,62.36,52.36
1,0,2,2,36.73,34.95,38.83,41.71
1,1,2,2,55.58,49.46,47.8,43.42
1,1,4,1,51.15,45.34,46.82,42.01
1,1,2,2,32.36,36.29,37.33,44.03
1,1,3,2,38.73,37.4,32.04,47.21
1,0,2,2,34.18,49.63,52.68,39.89
1,0,1,5,34.91,47.94,51.31,50.18
1,1,2,3,50.74,52.63,52.7,52.36
1,0,2,4,35.19,43.42,42.06,42.72
1,0,NA,1,30.93,34.52,37.61,34.03
1,1,2,2,50.02,55.24,55.75,55.73
1,0,1,1,39.83,56.94,54.77,63.14
1,0,2,2,52.22,61.38,62.1,49.93
1,1,1,1,38.68,49.79,49.3,56.25
1,0,1,2,55.69,51.59,46.27,58.65
1,1,2,2,47.78,62.57,65.31,58.65
1,1,2,1,39.74,50.56,58.6,52.03
1,1,3,3,53.52,52.12,55.05,46.71
1,0,2,2,56.07,63.11,57.14,70.58
1,1,4,2,57.63,61.88,62.88,63.14
1,0,2,2,53.89,58.92,62.92,47.29
1,0,2,1,38.61,35.12,36.99,44.03
1,0,1,2,42.98,44.67,46.65,53.01
1,1,5,5,56.66,59.46,55.81,70.58
1,1,2,2,37.03,47.19,51.95,36.47
1,0,2,2,39.47,50.94,50.74,48.17
1,1,2,3,38.91,35.9,33.44,47.85
1,0,2,1,46.28,51.96,53.84,63.14
1,1,2,1,54.63,47.26,45.79,50.24
1,1,3,2,56.74,57.78,57.03,58.65
1,0,5,4,45.68,55.07,58.36,46.3
1,1,5,5,61.83,56.84,63.88,56.42
1,0,4,2,41.66,41.09,38.96,48.41
1,1,4,2,52.9,54.04,48.37,59.03
1,0,2,2,49.12,47.92,44.87,46.3
1,0,3,2,45.03,46.87,44.66,42.72
1,1,2,1,45.03,49.33,50.36,50.24
1,0,3,2,56.94,56.94,50.64,58.65
1,0,4,2,56.23,66.92,70.16,52.91
1,0,1,NA,51.66,52.59,51.58,46.3
1,1,2,2,59.28,63.34,63.51,63.14
1,1,2,2,36.56,31.92,25.77,48.95
1,0,2,3,51.99,52.32,55.76,50.24
1,0,2,2,45.9,46.98,43.6,56.25
1,1,2,2,60.12,57.68,56.64,59.62
1,1,4,2,55.45,55.1,48.71,70.58
1,1,4,2,60.09,63.64,58.25,70.58
1,0,2,2,51.69,57.74,54.58,56.25
1,0,4,2,57.64,70.34,70.78,64.67
1,1,2,2,51.65,52.7,50.02,60.43
1,1,2,2,57.72,57.39,52.29,70.58
1,0,4,4,63.76,61.5,61.35,58.58
1,0,3,2,58.44,67.78,65.69,70.58
1,0,1,1,49.24,57.86,58.27,57.31
1,1,4,4,48.69,54.23,54.46,56.25
1,0,2,2,61.63,64.06,56.12,70.58
1,0,1,1,39.1,47.31,45.11,43.8
1,1,2,2,60.34,67.88,66.14,70.58
1,1,1,2,46.42,41.61,36.39,58.65
1,0,1,2,42.31,53,53.62,49.87
1,1,2,2,48.43,45.64,46.17,45.76
1,0,2,1,32.14,38.14,36.36,49.69
1,0,1,1,62.29,54.46,50.86,56.76
1,0,1,1,65.55,51.26,53.01,54
1,1,2,2,42.56,49.24,51.94,47.91
1,1,2,2,47.14,47.53,49.8,43.26
1,1,1,1,42.25,42.39,44.44,44.2
1,1,4,4,51.91,47.05,39.92,48.95
1,0,2,2,49.78,58.68,61.63,64.67
1,0,2,2,63.41,64.66,63.28,64.67
1,1,2,2,51.58,43.59,41.24,37.28
1,0,1,1,50.52,43.76,41.85,53.01
1,1,3,4,52.13,49.32,42.79,56.19
1,0,1,1,34.97,42.37,44.5,44.4
1,1,2,2,50.43,52.19,49.75,46.71
1,0,2,2,53.36,39.08,35.2,35.16
1,1,4,1,48.66,46.77,44.17,47.91
1,0,2,1,47.35,51.55,53.37,56.19
1,0,1,1,37.72,47.08,47.39,56.19
1,0,2,2,54.38,58.56,55.93,52.85
1,0,2,3,57.47,55.74,53.16,52.36
1,0,5,2,39.25,50.88,53.32,45.09
1,0,2,2,43.27,50.4,52.11,49.87
1,0,NA,1,37.42,36.71,40.1,44.6
1,0,4,4,56.47,64.48,62.37,70.58
1,0,1,1,52.73,53.85,51.28,63.14
1,0,2,1,53.49,55.2,52.84,52.22
1,0,2,2,50.01,49.1,46.76,53.01
1,0,4,2,37.09,34.52,37.32,32.32
1,0,4,4,48.57,40.78,43.39,41.05
1,0,1,1,39.08,36.26,43.77,28.12
1,0,NA,1,52.03,38.27,34.49,49.25
1,0,2,2,43.94,42.25,48.49,30.64
1,0,2,2,54.44,46.41,45.7,53.01
1,0,2,2,55.98,54.88,50.18,56.25
1,0,2,1,43.02,47.57,45.65,43.49
1,0,3,3,50.5,45.53,54.04,47.91
1,0,4,5,53.54,57.99,51.62,63.14
1,0,2,2,52.38,61.14,56.83,63.14
1,0,1,2,52.04,62.13,61.59,62.73
1,0,2,4,49.98,55.05,54.55,50.86
1,0,5,1,30.61,45.37,46.59,53.01
1,0,NA,2,43.98,41.01,42.32,41.03
1,0,2,2,48.8,34.46,37.2,25.96
1,0,2,2,43.52,32.8,31.89,41.15
1,0,1,1,35.42,46.91,47.47,29.15
1,0,3,2,50.96,41.39,39.66,51.97
1,0,2,2,60.63,54.5,50.59,58.65
1,0,1,4,45.07,50.2,52.22,51.97
1,0,1,3,65.98,63,62.48,63.14
1,0,1,2,44.5,52.1,58.44,51.97
1,0,3,2,53.83,64.2,64.69,55.73
1,0,1,2,40.81,45.76,39.44,63.14
1,0,5,5,50.9,45.15,39.87,60.43
1,1,1,2,53.2,47.99,47.25,56.19
1,1,2,2,45.83,52.54,49.24,48.27
1,1,1,1,36.36,41.06,36.81,41.57
1,1,NA,2,42.86,35.23,35.29,40.6
1,1,2,2,62.9,60.22,59.99,60.43
1,1,2,2,59.66,55.03,50.9,60.43
1,1,NA,1,40.22,32.52,40.67,28.99
1,1,NA,1,47.02,44.2,40.51,50.94
1,1,2,2,54.44,40.67,38.32,47.15
1,1,2,2,42.42,44.31,44.78,43.49
1,1,5,2,45.62,35.17,32.7,41.71
1,1,NA,2,44.26,52.12,52.13,51.97
1,1,NA,1,48.12,46.01,37.98,56.25
1,1,1,2,54.85,58.79,62.21,47.85
1,1,1,1,37.29,34.05,30.75,37.94
1,1,5,1,34.38,32.01,33.36,36.47
1,1,NA,3,35.79,51.24,52.08,52.36
1,1,3,2,34.8,32.67,34.72,29.15
1,1,1,3,43.37,47.75,51.47,38.72
1,1,NA,2,51.89,49.6,45.19,58.65
1,1,1,3,31.66,30.46,25.5,43.46
1,1,1,4,48.47,41,35.4,56.19
1,1,NA,2,47.11,37.9,39.87,50.73
1,0,2,2,57.71,49.25,46.52,50.94
0,1,2,2,41.25,44.02,43.69,45.09
0,1,5,4,31.24,42.52,38.72,53.01
0,1,3,2,43.43,60.65,57.57,59.89
0,1,2,2,64.18,62.2,60.15,55.73
0,1,2,2,37.8,41.93,42.12,50.18
0,0,2,2,42.52,43.19,41.5,53.01
0,1,1,2,34.13,39.86,43.8,48.95
0,1,3,2,47.12,35.23,42.28,36.47
0,0,2,1,35.86,34.07,39.99,36.51
0,0,2,3,54.99,54.86,57.28,63.14
0,0,3,4,36.94,46.55,50.94,48.21
0,0,4,NA,35.37,33.91,36.35,39.7
0,0,3,3,42.47,43.04,45.21,52.03
0,0,2,2,43.76,53.22,51.77,53.01
0,0,2,5,56.78,64.62,57.31,70.58
0,1,2,NA,47.32,48.02,44.66,50.94
0,1,5,3,39.35,44.94,47.54,53.01
0,0,3,2,49.99,46.42,45.13,50.94
0,1,2,2,45.75,59.1,53.18,63.14
0,0,2,4,63.71,69.19,73.28,58.65
0,0,NA,2,40.11,54.29,55.96,49.69
0,0,3,3,48.41,43.78,46.43,56.19
0,0,2,2,41.23,27.55,30.25,36.19
0,0,4,2,37.26,42.51,45.08,33.89
0,1,2,1,35.86,38.18,30.92,45.76
0,1,2,2,45.55,44.71,43.2,47.17
0,0,2,2,40.11,46.31,51.17,44.32
0,0,1,2,40.58,34.84,35.47,38.15
0,0,5,3,54.68,54.43,51.74,54.19
0,1,3,2,52.08,53.28,50.75,60.43
0,0,3,2,44.44,51.16,52.28,36.18
0,0,2,3,41.59,53.8,58.36,38.15
0,1,2,2,56.82,62.16,60.83,70.58
0,0,NA,4,67.66,70.76,70.43,56.34
0,0,2,2,38.92,37.25,36.42,42.51
0,0,2,1,43.88,43.16,42.15,41.71
0,1,2,1,38.03,43.36,41.84,41.71
0,1,1,1,56.75,49.32,47.57,52.36
0,0,NA,4,54.97,50.09,50.93,63.13
0,0,3,2,48.15,36.98,32.43,50.24
0,1,3,1,36.64,27.48,32.93,28.99
0,0,2,2,44.66,32.64,37.1,38.05
0,0,1,4,34.91,37.66,44.94,37.33
0,1,2,2,50.66,44.69,49.18,45.09
0,0,4,5,64.32,68.25,69.47,60.43
0,1,3,3,65.85,68.94,69.19,70.58
0,0,3,2,50.01,49.6,46.94,52.91
0,1,3,2,54.01,51.87,46.38,48.15
0,0,2,2,42.92,51.48,51.39,49.69
0,0,2,2,34.75,41.88,40.21,35.12
0,1,5,1,55.73,38.02,42.05,36.1
0,1,3,2,51.86,56.68,56.18,53.01
0,1,1,2,55.57,52.6,49.82,52.22
0,1,NA,2,38.14,38.66,35.97,47.91
0,1,1,2,50.25,40.73,44.81,45.56
0,1,2,2,59.58,73.48,72.88,70.58
0,0,5,2,39.29,51.55,58.48,46.3
0,0,4,1,47.13,48.57,46.22,58.65
0,1,2,2,44.78,49.23,51.78,52.85
0,0,1,2,36.34,44.27,44.26,33.77
0,0,1,2,42.04,39.44,38.2,42.01
0,1,4,2,63.43,63.47,60.96,60.15
0,1,2,2,48.46,59.4,57.09,53.88
0,1,4,5,58.44,60.7,58.3,70.58
0,0,2,2,56.93,53.56,52.3,47.91
0,0,2,2,57.02,55.43,50.08,52.36
0,0,2,2,52.86,54.6,51.83,53.01
0,0,1,2,48.13,52.88,49.26,53.08
0,0,1,1,56.01,59.86,55.65,70.58
0,1,2,4,47.94,43.58,43.67,47.91
0,0,NA,1,38.99,39.38,41.13,41.05
0,1,2,2,45.63,63.89,66.79,57.94
0,1,1,NA,46.8,45.26,44.25,48.21
0,0,2,2,47.86,43.33,39.44,44.4
0,0,2,2,45.25,46.92,53.4,47.17
0,0,2,1,35.36,41.84,38.77,29.51
0,0,2,2,55.03,57.71,57.27,53.01
0,1,2,2,52.18,52.97,49.74,60.43
0,0,3,1,40.91,45.95,46.65,41.04
0,1,2,2,36.45,37.56,36.89,45.76
0,0,1,2,46.66,54.73,55.17,53.95
0,1,2,2,51.74,56.3,55.12,57.94
0,1,3,2,52.66,42.8,37.47,53.88
0,0,2,2,44.93,56.8,58.65,53.01
0,0,2,4,59.84,68.45,69.92,70.58
0,0,2,1,44.45,51.68,52.06,56.19
0,0,5,5,60.4,68.59,66.66,70.58
0,1,2,2,57,66.62,64.37,60.43
0,0,2,2,44.06,48.49,46.93,44.47
0,1,1,2,38.58,37.72,35.87,42.72
0,0,1,1,47.72,55.28,57.37,52.85
0,0,5,3,52.8,58.27,55.37,58.58
0,0,1,2,51.84,49.93,44.86,53.01
0,1,2,2,40.05,37.1,34.34,40.42
0,0,4,4,57.75,65.84,66.24,70.58
0,0,2,2,60.8,56.07,55.82,58.65
0,0,2,2,42.52,48.44,48.99,56.25
0,1,2,1,52.6,57.31,55.47,56.19
0,0,1,1,59.39,55.79,58.2,49.93
0,0,2,2,53.63,52.68,53.69,46.3
0,1,1,1,56.83,47.74,49.84,48.21
0,0,2,3,51.93,64.35,62.48,70.58
0,1,2,5,41.23,37.4,32.15,36.92
0,1,2,2,52.14,54.07,50.69,58.65
0,1,5,1,44.94,41.42,41.96,42.01
0,0,2,2,50.17,61.34,58.44,63.14
0,0,1,1,42.88,36.68,39.63,41.15
0,0,1,4,40.94,49.92,46.08,51.97
0,0,1,1,40.48,48.33,49.72,56.34
0,1,NA,2,50.84,51.28,43.51,53.01
0,0,4,4,59.94,62.6,62.09,64.67
0,1,2,2,53.04,53.59,51.59,47.88
0,1,2,2,57.85,50.1,47.67,30.96
0,1,3,1,35.42,51.24,53.58,47.9
0,1,2,2,54.91,53.02,56.33,55.73
0,1,2,2,58.9,54.4,52.96,55.24
0,0,1,1,38.27,27.24,30.53,25.62
0,1,3,1,49.78,48.36,50.13,49.69
0,0,5,4,43.74,45.57,44.72,49.69
0,1,2,2,34.61,45.15,46.21,51.87
NA,1,NA,NA,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,4,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,4,NA,NA,NA,NA
NA,0,2,4,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,3,2,NA,NA,NA,NA
NA,1,5,2,NA,NA,NA,NA
NA,1,5,3,NA,NA,NA,NA
NA,1,NA,1,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,4,4,NA,NA,NA,NA
NA,0,5,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,4,4,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,0,5,2,NA,NA,NA,NA
NA,0,NA,2,NA,NA,NA,NA
NA,1,NA,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,1,1,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,NA,2,NA,NA,NA,NA
NA,1,5,4,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,0,5,3,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,3,NA,NA,NA,NA
NA,1,NA,3,NA,NA,NA,NA
NA,1,3,5,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,0,5,2,NA,NA,NA,NA
NA,1,NA,3,NA,NA,NA,NA
NA,0,4,5,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,1,3,4,NA,NA,NA,NA
NA,0,4,4,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,0,1,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,3,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA
NA,0,NA,1,NA,NA,NA,NA
NA,0,NA,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,NA,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,3,3,NA,NA,NA,NA
NA,1,3,1,NA,NA,NA,NA
NA,1,1,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,3,NA,NA,NA,NA
NA,0,3,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,1,1,NA,NA,NA,NA
NA,1,NA,1,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,1,1,1,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,0,4,2,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,1,NA,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,3,NA,NA,NA,NA
NA,0,3,2,NA,NA,NA,NA
NA,1,4,5,NA,NA,NA,NA
NA,0,5,5,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,1,4,4,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,5,5,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,3,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,3,NA,NA,NA,NA
NA,0,1,2,NA,NA,NA,NA
NA,1,2,4,NA,NA,NA,NA
NA,1,4,3,NA,NA,NA,NA
NA,1,5,4,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,4,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,4,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,NA,2,NA,NA,NA,NA
NA,1,NA,1,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,4,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,4,2,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,NA,NA,NA,NA,NA
NA,1,5,4,NA,NA,NA,NA
NA,1,3,4,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,1,5,5,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,4,NA,NA,NA,NA
NA,0,4,5,NA,NA,NA,NA
NA,1,5,3,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,4,2,NA,NA,NA,NA
NA,1,5,4,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,5,4,NA,NA,NA,NA
NA,0,4,5,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,1,2,3,NA,NA,NA,NA
NA,0,NA,2,NA,NA,NA,NA
NA,0,4,3,NA,NA,NA,NA
NA,1,NA,3,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,NA,NA,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,NA,NA,NA,NA,NA,NA
NA,0,3,2,NA,NA,NA,NA
NA,1,NA,NA,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,1,2,3,NA,NA,NA,NA
NA,1,NA,3,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,1,2,NA,NA,NA,NA
NA,0,NA,2,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,0,NA,5,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,4,4,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,5,3,NA,NA,NA,NA
NA,0,1,1,NA,NA,NA,NA
NA,1,5,4,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,4,4,NA,NA,NA,NA
NA,0,NA,2,NA,NA,NA,NA
NA,1,3,3,NA,NA,NA,NA
NA,0,NA,3,NA,NA,NA,NA
NA,0,2,3,NA,NA,NA,NA
NA,0,NA,3,NA,NA,NA,NA
NA,0,3,2,NA,NA,NA,NA
NA,1,1,1,NA,NA,NA,NA
NA,0,3,5,NA,NA,NA,NA
NA,0,NA,NA,NA,NA,NA,NA
NA,0,4,2,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA
NA,1,3,2,NA,NA,NA,NA
NA,1,5,2,NA,NA,NA,NA
NA,1,4,2,NA,NA,NA,NA
NA,1,1,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,4,1,NA,NA,NA,NA
NA,0,2,3,NA,NA,NA,NA
NA,0,5,4,NA,NA,NA,NA
NA,1,2,1,NA,NA,NA,NA
NA,1,2,4,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,4,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,5,NA,NA,NA,NA
NA,0,5,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,1,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,0,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,4,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,0,2,4,NA,NA,NA,NA
NA,1,2,2,NA,NA,NA,NA
NA,1,5,2,NA,NA,NA,NA
