rural,gender,fathed,mothed,mth_scor,sci_scor,phy_scor,bio_scor
0,0,2,2,50.59,56.64,58.63,54.44
0,0,5,4,51.75,52.49,46.9,55.73
0,1,1,2,45.32,45.37,46.91,52.36
0,0,1,1,44.08,37.76,44.35,40.42
0,0,2,2,67.88,75.16,77.49,58.58
0,0,2,2,42.91,50.25,54.19,43.05
0,1,2,2,47.29,41.94,39.01,48.95
0,1,1,1,48.97,52.39,48.7,48.98
0,0,NA,2,56.37,47.29,51.9,39.71
0,1,4,3,53.2,58.12,49.96,60.43
0,1,2,2,57.72,47.05,40.21,52.91
0,1,2,2,47.94,56.3,57.42,52.36
0,0,2,1,63.38,61.39,60.33,58.65
0,0,4,2,61.5,70.34,70.37,70.58
0,1,NA,2,38.88,36.78,36.42,45.19
0,1,2,2,58.09,56.58,52.64,52.91
0,0,1,1,49.52,57.63,57.32,55.73
0,0,2,2,69.87,60.65,60.35,50.24
0,0,1,1,42.61,49.26,48.93,70.58
0,1,NA,NA,48.59,44.29,43.66,37.86
0,0,2,2,36.74,34.99,41.35,29.29
0,1,4,2,50.31,53.37,50.53,49.87
0,0,1,2,29.89,31.38,34.31,33.25
0,0,5,2,58.79,68.2,68.68,64.67
0,0,2,2,62.65,58.9,59.14,50.24
0,0,2,5,53.66,65.97,68.16,52.91
0,1,4,2,49.68,39.31,44.02,24.75
0,1,5,4,59.44,50.2,48.18,56.25
0,0,3,2,46.01,46.15,45.21,54
0,0,NA,2,50.75,44.39,46.52,40.42
0,0,3,2,57.41,52.53,58.42,36.97
0,0,1,1,42.25,49.21,51.72,50.24
0,0,3,3,46.98,58.43,60.16,54.44
0,0,2,2,63.81,57.64,58.39,52.91
0,1,3,2,59.16,55.51,56.13,56.25
0,1,1,2,55.45,46.99,44.29,48.21
0,1,3,3,57.32,59.55,62.66,56.25
0,0,4,2,67.52,61.2,59.06,52.91
0,1,2,2,47.3,39.94,31.63,47.85
0,1,5,3,56.35,59.67,54.55,63.14
0,0,2,3,53.29,41.69,39.94,43.05
0,1,1,5,40.72,38.01,43.05,28.97
0,1,2,2,62.57,56.17,58.55,47.29
0,0,2,2,51.44,58,57.42,56.25
0,1,4,2,36.04,37.36,42.7,31.09
0,1,1,2,58.38,69.04,67.11,64.67
0,0,4,4,67.59,47.53,44.92,50.48
0,1,2,2,41.2,40.52,47.62,38.08
0,1,1,2,40.34,NA,NA,NA
0,1,1,3,36.63,42.26,33.95,60.43
0,0,3,3,38.5,58.38,55.35,52.03
0,1,1,2,45.65,50.65,52.32,44.4
0,1,1,2,55.71,57.5,56.27,56.54
0,0,3,2,52.3,47.24,47.21,52.03
0,1,NA,2,48.61,41.3,39.01,41.59
0,1,1,NA,32.73,39.1,39.15,42.65
0,0,2,2,34.9,38.32,31.78,43.93
0,0,2,3,47.7,NA,NA,NA
0,0,1,1,35.81,39.52,37.71,43.26
0,1,4,2,38.93,30.31,33.24,32.1
0,1,2,3,46.99,44.85,41.23,41.71
0,0,NA,NA,34.08,43.88,50.48,44.32
0,1,2,3,43.45,44.3,44.65,52.91
0,1,NA,NA,41.14,NA,NA,NA
0,1,NA,2,43,45.91,44.56,39.7
0,1,3,2,52.26,57.85,51.74,63.14
0,1,3,3,58.31,51.11,46.39,52.85
0,1,2,3,51.7,NA,NA,NA
0,0,2,2,43.48,41.24,39.9,41.05
0,0,2,2,43.41,35.98,38.62,32.79
0,0,4,3,34.87,31.17,35.51,31.98
0,0,2,2,45.49,43.17,39.08,52.85
0,0,2,2,51.04,47.63,51.94,48.48
0,1,2,3,51.29,51.77,53.91,47.21
0,0,2,2,38.66,34.33,38.78,28.08
0,0,1,2,43.56,43.45,43.35,50.48
0,1,NA,NA,49.02,51.05,49.75,47.98
0,1,2,2,42.15,43.17,45.6,42.74
0,1,NA,NA,35.03,34.33,39.49,32.71
0,1,2,2,44.84,54.15,56.43,55.25
0,1,2,2,58.02,48.12,43.74,54.19
0,0,1,2,43.41,55.19,53.13,54.19
0,1,NA,3,37.25,43.12,41.73,51.66
0,1,NA,2,50.3,44.92,37.3,43.46
0,0,1,1,35.32,42.05,39.94,56.57
0,1,4,4,53.53,57.06,54.85,57.94
0,0,2,2,37.56,40.24,35.63,41.71
0,0,2,2,54.6,55.84,54.5,63.13
0,0,2,1,51.93,44.35,51.76,48.48
0,0,5,3,60.87,58.18,55.7,52.4
0,0,3,4,54.21,65.46,65.18,59.92
0,0,5,4,31,36.07,39.33,33.63
0,1,1,1,39.35,34.39,34.93,40.42
0,0,2,2,58.22,59.94,58.32,59.03
0,0,2,2,38.5,53.4,52.58,52.85
0,0,NA,2,51.95,51.69,48.34,53.57
0,1,2,2,34.89,35.13,37.51,28.8
0,1,2,4,NA,51.59,51.96,55.65
0,0,2,2,36.47,40.7,38,44.32
0,1,3,2,54.89,57.44,54.67,55.54
0,1,2,2,34.93,43.47,44.32,39.83
0,1,1,2,35.43,38.93,42.12,34.22
0,1,2,2,49.39,50.09,48.23,47.17
0,1,NA,2,61.93,56.76,50,63.14
0,0,2,2,40.34,52.6,54.12,51.21
0,0,3,2,32.3,39.95,35.94,49.93
0,1,2,2,49.44,41.93,42.87,49.44
0,0,2,4,73.75,66.89,60.82,60.43
0,1,5,4,55.82,65.74,62.24,63.13
0,0,5,4,57.94,57.54,51.3,63.14
0,0,4,4,61.6,63.16,67.01,62.73
0,1,4,2,59.72,60.8,61.55,63.14
0,0,4,4,40.15,55.54,58.61,51.66
0,0,5,5,55.85,52.54,53.44,50.24
0,1,NA,5,45.82,44.79,46.64,39.59
0,0,4,2,35.7,56.89,54.76,70.58
0,1,5,4,74.04,75.34,75.53,70.58
0,0,2,4,49.95,39.62,44.38,39.51
0,0,5,5,74.64,71,73.44,54.44
0,0,5,2,68.61,66.28,68.15,62.73
0,1,4,5,73.79,69.57,64.37,70.58
0,0,2,2,49.13,55.31,52.77,53.01
0,0,3,3,61.67,47.02,47.6,52.03
0,1,4,2,55.66,61.78,55.47,70.58
0,0,2,2,43.88,45.1,52.94,39.89
0,1,3,2,57.4,41.9,46.12,44.4
0,0,5,5,64.46,62.35,59.58,60.43
0,0,4,4,66.12,58.43,59.93,49.25
0,0,2,2,58.87,60.01,62.86,54
0,1,3,2,42.1,45.32,45.43,45.24
0,1,2,2,51.57,50.82,47.73,43.49
0,0,4,4,66.58,67.08,70.03,70.58
0,1,4,2,54.25,61.81,57.44,63.14
0,1,2,2,48.61,41.54,41.92,49.25
0,1,4,1,60.83,49.69,49.66,41.05
0,0,4,2,40.44,50.54,53.19,43.33
0,1,4,2,51.79,50.71,49.61,57.94
0,0,3,3,55.93,65.23,65.02,63.14
0,1,5,4,53.05,52.77,52.77,50.18
0,0,5,2,50.06,40.69,49.69,36.1
0,1,5,4,63.16,63.01,59.01,70.58
0,0,5,5,70.61,79.07,80.81,70.58
0,0,2,4,52.46,69.26,69.93,70.58
0,1,5,4,62.91,59.04,57.63,59.03
0,0,4,4,57.41,64.39,62.2,60.15
0,0,4,2,64.74,68.04,65.07,70.58
0,1,4,2,57.51,58.32,57.48,47.29
0,0,4,4,32.8,54.32,54.98,64.67
0,1,2,3,61.99,53.84,53.2,39.84
0,0,2,2,35.02,46.2,51.05,47.29
0,0,2,4,53.32,55.98,57.17,48.21
0,1,2,2,65.79,66.22,61.72,70.58
0,1,5,5,57.4,53.76,55.58,54.19
0,1,1,1,49.25,47.46,42.87,49.25
0,0,5,2,44,41.55,39.17,38.82
0,1,2,1,52.22,55.15,52.09,58.21
0,0,5,5,69.77,76.73,77.56,60.43
0,0,4,2,52.89,56.7,56.32,54.19
0,0,2,4,35.56,36.67,38.74,29.09
0,1,5,4,56.12,49.04,50.14,52.36
0,1,5,4,63.01,60.72,56.9,55.73
0,1,4,3,67.72,65.65,61.22,64.67
0,1,5,5,58.05,67.31,65.72,60.43
0,1,2,2,61.73,57.17,53.92,63.14
0,0,4,4,54.63,42.25,48.73,46.5
0,0,4,4,53.44,36.4,32.9,40.89
0,0,2,2,53.09,48.5,54.77,50.73
0,0,5,2,50.38,40.99,42.29,45.76
0,1,1,2,47.83,48.5,46.91,50.86
0,1,2,2,45.48,35.74,42.76,28.99
0,0,2,2,56.3,56.99,55.76,54.19
0,0,2,2,NA,NA,NA,NA
0,0,2,2,43.92,40.62,43.62,45.76
0,1,2,3,42.32,34.57,38.89,32.71
0,0,4,2,34.74,35.07,38.87,33.1
0,1,NA,2,52.04,41.78,46.08,35.26
0,0,1,3,38.79,43.15,49.87,38.94
0,1,2,2,46.69,34.43,32.09,45.76
0,0,2,2,61.93,64.72,67.63,52.36
0,0,NA,NA,NA,50.11,51.4,56.25
0,0,2,2,46.5,35.18,35.82,29.45
0,1,1,1,31.23,33.75,32.6,48.48
0,0,3,3,46.1,42.42,44.72,43.69
0,0,4,4,53.01,62.76,61.48,58.65
0,1,2,2,41.69,29.43,26.43,28.08
0,0,3,2,50.69,55,51.06,56.25
0,1,2,2,50.61,40.65,37.72,49.25
0,1,5,2,40.05,30.75,29.27,28.8
0,0,1,1,40.1,38.17,39.64,36.1
0,0,1,3,34.54,32.33,34.67,41.15
0,0,NA,2,41.94,45.91,47.81,43.42
0,0,2,2,46.32,63.53,64.94,50.94
0,0,1,1,41.85,37.97,38.57,34.22
0,1,4,2,56.55,55.31,56.42,41.17
0,0,2,2,47.99,43.96,42.32,47.78
0,0,2,2,53.29,60.74,54.14,64.67
0,0,3,2,46.68,45.43,44.37,54.19
0,0,2,2,39.22,38.38,40.35,36.47
0,1,1,2,51.2,50.67,44.06,54.44
0,0,1,2,34.65,44.03,44.62,51.97
0,0,1,1,31.02,29.53,34.02,32.71
0,0,5,4,40.14,59.33,59.31,62.73
0,0,NA,NA,60.08,54.6,53.79,53.01
0,1,2,2,44.84,50,47.6,45.81
0,0,4,2,41.46,32.4,36.36,28.97
0,1,NA,2,60.56,50.13,48.73,53.01
0,1,1,1,43.64,39.3,32.95,39.61
0,0,3,2,49.74,49.37,49.95,54.19
0,0,NA,3,NA,34.68,34.37,37.03
0,1,2,2,44.34,43,44.25,50.24
0,0,3,4,56.38,59.86,58.75,60.43
0,0,2,2,56.48,60,61.53,52.36
0,0,3,2,45.5,45.64,45.54,48.45
0,0,2,2,55.23,39.98,45.3,41.71
0,0,2,2,49.2,50.58,54.17,51.17
0,0,3,1,40.97,39.75,37.87,43.69
0,1,2,1,38.12,40.2,37.76,38.92
0,0,4,2,33.4,27.23,30.55,36.47
0,1,1,1,46.58,43.36,47.49,37.03
0,1,2,2,39.79,50.27,47.9,52.36
0,1,1,2,47.85,47.12,44.28,50.24
0,0,2,2,47.42,42.97,36.24,53.01
0,1,2,4,39.75,46.37,45.79,43.33
0,0,2,3,40.81,35.28,32.21,37.2
0,0,4,2,48.12,52.79,51.28,51.17
0,0,5,2,35.58,48.75,50.25,52.03
0,0,4,4,56.22,64.05,68.97,60.15
0,0,1,2,53.66,56.56,46.82,54.19
0,0,3,3,61.3,55.97,60.17,50.24
0,0,2,2,39,37.62,39.87,30.57
0,1,2,4,56.74,53.19,52.71,52.36
0,0,2,5,37.04,41.43,46.6,38.23
0,0,NA,NA,61.73,53.28,50.23,55.73
0,1,NA,4,59.18,56.08,52.67,52.36
0,1,1,2,42.21,44.3,43.81,47.91
0,0,2,2,35.14,49.67,53.45,34.46
0,0,2,1,47.53,34.9,37.47,44.4
0,1,NA,1,48.85,40.86,40.21,50.18
0,1,4,2,63.11,64.37,59.71,60.43
0,0,1,1,34.75,43.88,45.83,44.4
0,1,4,3,65.93,49.79,52.73,52.36
0,1,5,3,41.89,31.23,31.76,36.96
0,1,2,2,60.05,43.38,46.82,46.62
0,1,4,4,68.47,63.12,61.26,54.37
0,0,4,4,57.22,63.22,65.32,56.25
0,1,4,4,74.03,60.06,51.51,70.58
0,0,2,2,51.29,54.25,61.05,52.36
0,0,3,2,36.46,49.16,53.13,43.33
0,0,4,3,62.45,57.74,58.64,49.25
0,0,1,4,45.91,54.89,58.98,50.24
0,1,NA,1,61.48,59.19,54.67,57.94
0,1,2,2,63.03,61.96,59.42,56.42
0,1,2,2,65.53,60.97,58.06,58.21
0,0,2,2,45.63,54.27,50.44,57.94
0,1,2,2,49.06,38.49,36.94,45.09
0,0,4,2,53.33,35.47,32.46,46.4
0,1,5,5,44.53,48.33,51.45,35.6
0,0,2,2,55.85,54.85,57.48,43.26
0,0,4,4,53.99,54.87,58.97,47.43
0,1,2,2,51.18,42.1,37.76,53.17
0,0,4,2,65.57,61.6,62.76,57.94
0,0,NA,NA,35.56,39.16,34.3,34.26
0,0,2,2,43.37,37.99,37.47,44.93
0,1,3,4,59.85,50.69,49.95,57.94
0,0,NA,4,61.04,45.71,47.08,50.1
0,0,4,2,63.83,59.95,59.52,53.68
0,0,1,1,37.4,31.33,29.49,38.23
0,1,2,3,49.61,41.89,43.33,47.21
0,0,2,2,49.85,54.44,55.28,44.32
0,1,NA,2,48.56,36.31,32.84,47.78
0,1,3,3,62.99,41.08,38.11,45.33
0,1,2,2,40.68,41.99,36.97,48.48
0,1,NA,3,51.69,51.45,49.9,54.14
0,0,5,3,48.62,45.77,46.99,44.32
0,0,5,2,64.71,72.92,70.1,70.58
0,1,3,2,62.11,53.01,50.45,49.69
0,1,2,2,NA,54.93,57.32,49.98
0,0,5,5,66.67,74.65,73.57,70.58
0,1,NA,1,40.44,60.46,60.27,53.01
0,1,4,5,59.14,58.08,57.91,60.15
0,1,NA,2,51.14,61.99,62.45,56.25
0,1,5,2,59.26,52.06,50.29,56.19
0,0,1,2,37.26,50.89,55,54.44
0,0,5,4,44.7,45.96,51.15,41.71
0,1,1,2,38.42,37.12,45.84,34.82
0,0,2,1,59.4,49.58,43.58,48.15
0,0,4,3,57.32,49.77,56.35,41.05
0,0,5,5,67.02,62.6,67.95,58.65
0,0,5,5,66.08,74.9,74.13,70.58
0,1,1,1,41.15,40.77,46.92,24.88
0,0,5,2,57.74,60.72,59.47,63.14
0,1,4,1,34.83,29.04,27.39,33.77
0,1,2,2,39.49,47.3,50.7,48.21
0,1,4,3,67.1,59.96,58.12,53.01
0,1,4,2,53.49,47.08,49.4,50.24
0,0,2,2,37.2,47.76,47.57,56.25
0,0,4,4,62.94,56.59,54.36,52.91
0,1,2,2,54.3,56.84,57.57,52.91
0,0,1,1,44.63,44.15,43.64,44.32
0,0,5,4,66.47,55.36,59.7,53.01
0,1,4,2,35.17,34.41,37.9,37.52
0,1,NA,1,34.81,31.57,36.15,29.09
0,1,5,4,50.16,49.84,53.16,49.69
0,1,4,4,56.66,65.99,63.53,63.14
0,1,2,2,59.09,52.17,52.35,44.37
0,0,2,2,53.73,60.28,58.69,60.43
0,0,5,4,34.79,29.68,27.14,30.52
0,0,2,2,38.75,52.22,55.89,52.36
0,0,NA,1,49.16,40.16,43.49,39.7
0,1,2,2,45.41,59.68,63.06,58.65
0,0,4,3,58.05,63.55,62.65,60.43
0,1,2,2,57.54,51.3,55.88,39.88
0,1,2,2,47.48,48.95,52.37,43
0,1,3,4,62.58,55.42,56.38,53.01
0,0,2,2,70.08,75.55,79.97,62.55
0,0,4,2,53.8,59.99,59.92,56.25
0,0,2,4,53.51,55.29,59.03,58.65
0,1,2,2,58.44,56.79,58.29,48.41
0,1,1,2,36.42,46.38,45.46,44.32
0,0,1,2,49.34,43.99,45.98,44.63
0,0,5,2,42.73,47.28,47.96,43.49
0,1,2,4,67.85,70.36,68.97,70.58
0,1,3,3,61.58,58.93,58.65,54
0,0,2,2,40.34,48.58,46.91,58.65
0,1,2,2,34.3,35.62,34.52,35.16
0,1,4,4,46.06,55.19,55.01,47.29
0,0,1,1,27.6,36.59,31.38,38.92
0,0,3,2,41.7,41.74,42.02,46.71
0,1,2,2,58.13,47.39,50.2,35.93
0,1,5,2,43.43,31.96,35.51,36.47
0,0,4,2,60.61,53.2,54.93,58.65
0,0,2,4,44.75,49.4,51.3,41.71
0,1,5,2,53.63,54.1,54.25,49.25
0,1,1,1,51.15,49.62,50.55,41.04
0,0,4,4,37.89,48.42,50.37,54.19
0,1,2,2,49.28,56.63,56.69,49.25
0,0,1,2,59.69,71.71,71.84,70.58
0,1,5,4,62.88,69.5,71.36,64.67
0,1,5,1,34.18,41.16,38.23,53.01
0,1,3,2,35.94,34.61,35.65,41.17
0,1,2,2,51.51,52.49,58.67,44.93
0,0,1,1,42.47,46.99,43.04,50.24
0,0,5,4,52.72,54.2,55.38,70.58
0,1,2,2,58.14,60.73,59.68,56.42
0,0,5,5,68.26,66.78,66.25,62.73
0,1,2,2,59.88,58.44,53.83,63.14
0,0,4,5,42.82,56.77,54.86,56.54
0,0,4,5,62.19,63.14,65.33,56.54
0,0,5,4,62.76,61.13,60.74,64.67
0,1,1,2,48.37,52.64,49.89,54
0,0,2,4,58.46,59.14,61.49,41.05
0,0,NA,NA,46.35,45.68,42.49,48.45
0,1,5,2,62.33,58.48,57.23,60.43
0,1,2,2,44.8,50.16,47.29,47.85
0,1,1,1,42.76,43.82,49.12,41.44
0,0,3,3,56.92,48.06,46.5,45.9
0,1,3,2,46.12,42.06,43.02,40.42
0,1,4,4,55.83,57.4,51.1,62.55
0,1,5,2,46.54,45.97,50.17,29.45
0,0,5,5,36.39,38.5,40.23,44.89
0,1,NA,5,67.63,55.47,57.5,50.86
0,0,NA,NA,54.28,54.3,55.03,54.44
0,1,1,1,51.29,44.98,49.93,38.01
0,1,2,4,36.23,31.95,36.18,36.51
0,1,5,4,49,52.3,51.85,49.43
0,0,NA,4,36.38,32.2,33.68,39.7
0,1,NA,2,39.49,44.82,46.84,44.37
0,0,1,3,53.28,61.39,62.49,64.67
0,0,5,5,58.51,56.48,59.79,51.93
0,1,5,5,65.12,55.61,53.61,45.24
0,0,3,2,58.22,56.02,55.82,60.43
0,0,NA,2,64.3,60.8,58.25,56.42
0,0,NA,NA,58.8,65.36,62.86,63.14
0,0,2,2,37.63,44.98,51.98,41.05
0,1,5,4,63.45,60.17,59.11,56.34
0,1,2,2,58.21,58.44,55.39,59.62
0,1,4,2,48.97,42.1,40.48,49.25
0,0,1,1,45.52,44.76,47.65,49.98
0,0,4,4,54.17,64.86,63.26,70.58
0,0,5,2,61.52,58.13,55.77,63.14
0,0,4,4,73.01,56.95,51.55,62.55
0,0,4,4,59.47,46.28,49.3,51.93
0,1,5,4,49.78,53.66,54.79,63.14
0,0,2,2,55.72,43.79,54.42,41.4
0,0,4,4,68.37,71.99,68.23,70.58
0,1,2,2,58.25,51.86,48.01,59.03
0,0,4,4,36.6,51.44,51.92,48.73
0,0,2,3,46.27,50.19,53.9,52.03
0,0,4,2,57.53,34.91,37.97,30.96
0,1,5,4,53.46,49.26,54.73,48.21
0,0,3,5,66.41,71.05,70.86,63.14
0,1,4,5,69.14,72.48,73.01,57.94
0,0,5,3,61.44,69.85,69.27,60.15
0,0,2,5,58.32,57.63,58.67,48.15
0,0,4,2,35.86,37.26,38.35,44.37
0,1,4,4,33.54,41.26,40.54,45.71
0,0,4,2,60.54,53.86,50.07,55.74
0,1,4,2,51.44,48.24,48.33,45.24
0,0,4,4,85.07,70.56,75.39,56.34
0,1,NA,2,47.51,35.68,39.48,38.18
0,0,4,3,48.97,41.9,38.18,70.58
0,0,5,4,67.22,60.5,56.86,56.41
0,0,4,2,57.68,57.64,56.13,46.35
0,1,4,2,53.96,49.18,48.48,41.53
0,0,5,4,74.21,61.29,61.88,62.55
0,1,3,5,64.85,56.95,51.53,53.76
0,0,5,5,65.2,48.58,50.79,47.9
0,0,5,5,39.85,45.31,49.91,39.89
0,1,NA,2,46.23,50.6,50.36,52.85
0,0,4,1,54.22,51.51,54.49,56.19
0,0,5,5,71.32,58.76,54.85,70.58
0,0,5,4,54.74,67.67,68.75,64.67
0,1,1,1,45.03,39.55,39.63,44.32
0,1,2,2,50.76,33.95,36.2,39.88
0,0,2,2,61.41,51.39,48.94,55.73
0,0,2,2,35.28,47.91,48.23,35.18
0,0,2,1,34.2,34.32,38.69,32.61
0,0,5,2,60.45,71.17,71.65,60.43
0,1,1,2,50,55.75,49.01,63.13
0,0,3,5,60.97,45,51.24,36.83
0,0,2,2,56.95,59.19,60.55,70.58
0,1,NA,2,54.21,44.34,45.32,54.19
0,1,4,4,65.2,65.02,64.29,56.25
0,0,4,2,52.16,54.11,56.09,63.14
0,1,1,2,38.38,48.34,47.27,54
0,0,2,1,50.21,61.09,60.91,58.58
0,1,2,4,70.27,67.67,67.7,60.43
0,1,2,3,40.95,47.92,48.08,60.43
0,0,4,2,68.85,73.49,73.29,70.58
0,0,2,2,71.01,70.49,69.34,70.58
0,1,2,2,43.87,48.85,41.47,64.67
0,0,2,2,50.34,54.38,54.58,56.19
0,1,5,2,53.38,64.7,66.53,52.91
0,0,3,2,42.85,52.55,53.75,64.67
0,1,2,2,54.4,56.15,58.09,44.86
0,0,2,2,34.04,44.31,42.68,47.29
0,1,4,5,60.57,59.26,58.67,60.43
0,0,3,2,48.55,44.16,43.79,41.71
0,1,4,2,53.18,52.35,50.56,52.91
0,0,4,5,61.4,63.68,59.18,63.13
0,0,2,2,53.27,70.14,69.61,70.58
0,0,3,2,52.43,53.09,53.19,55.73
0,0,2,4,67.27,62.61,61.87,63.14
0,1,1,2,37.21,45.56,46.89,55.33
0,1,2,2,53.4,53.59,51.94,57.94
0,0,4,2,56.02,53.37,53.19,58.21
0,1,2,3,64.18,60.2,58.57,60.15
0,1,2,3,57.08,49.81,45.96,54
0,1,2,2,53.1,51.46,56.24,53.95
0,0,2,2,58.46,64.19,63.31,70.58
0,0,2,2,38.07,67.48,68.7,70.58
0,0,1,5,54.36,55.74,54.16,48.15
0,0,2,2,46.17,54.5,57.31,60.43
0,1,2,1,49.05,60.12,62.68,56.19
0,0,2,2,51.8,53.15,52.68,70.58
0,0,2,2,53.72,52.62,53.65,48.15
0,0,4,4,NA,NA,NA,NA
0,1,2,3,61.83,61.54,56.96,70.58
0,0,2,2,49.42,48.55,53.44,50.71
0,1,3,2,49.74,37.13,38.66,32.61
0,1,2,2,34.16,34.43,31.89,43.26
0,1,2,2,36.92,43.72,46.69,31.31
0,0,5,2,66.73,78.3,78.62,70.58
0,1,2,2,46.18,45.49,47.18,50.94
0,1,2,2,51.3,47.18,48.71,54
0,1,4,4,63.05,55.16,50.52,49.25
0,1,2,2,49.19,52.98,50.9,51.97
0,0,3,2,56.61,61.45,58.5,70.58
0,1,2,3,39.04,40.1,33.37,46.4
0,0,2,2,42.97,43.41,40.96,36.71
0,1,2,2,62.11,43.91,51.52,40.42
0,0,2,2,42.87,37.03,35.3,44.73
0,1,2,1,41.21,53.67,50.49,49.52
0,1,1,1,61.63,48.49,43.33,42.72
0,1,2,2,59.71,54.33,56.59,43.91
0,0,4,3,62.16,60.67,56.8,70.58
0,1,4,2,54.14,64.8,63.98,64.67
0,1,NA,4,52.82,40.37,39.65,44.37
0,1,4,2,52.53,45.33,42.8,52.91
0,1,5,2,44.72,42.01,42.36,45.76
0,0,5,4,41.49,49.52,48.39,45.12
0,0,4,5,59.14,55.54,55.94,52.36
0,0,4,4,50.05,58.53,56.36,56.25
0,1,4,5,59.69,57.7,53.89,58.65
0,1,5,4,73.94,59.4,59.31,58.65
0,0,5,3,51.32,38.1,32.38,50.24
0,1,4,3,67.4,57.86,54.81,52.36
0,0,5,4,64.22,70.82,71.25,55.73
0,1,NA,NA,45.23,40.96,37.34,45.76
0,0,5,3,62.96,66.87,64.05,60.43
0,0,5,5,64.89,50.96,51.4,50.71
0,0,4,2,37.29,48.26,42.75,52.91
0,0,NA,NA,47.63,46.67,43.75,58.21
0,1,5,4,66.64,50.26,45.83,62.73
0,0,5,3,58.51,65.65,68.65,56.25
0,1,5,4,69.47,59.24,54.84,60.43
0,0,5,4,69.79,75.61,77.94,70.58
0,0,5,3,71.01,64.91,62.85,60.43
0,1,5,5,64.01,60.92,54.89,70.58
0,0,5,3,45.05,51.47,53.04,38.67
0,0,4,3,47.46,48.67,52.07,48.21
0,1,5,4,65,60.42,58.13,57.94
0,1,5,5,84.19,75.75,78.24,63.13
0,0,4,4,60.1,59.72,56.21,60.43
0,1,4,4,61.64,56.8,55.81,64.67
0,0,5,4,56.93,55.95,54.97,57.94
0,0,4,4,42.56,52.53,52.74,56.25
0,0,4,3,51.95,51.35,52.25,56.25
0,1,4,4,46.74,49.51,45.36,58.21
0,1,5,3,71.72,50.33,54.74,53.95
0,1,NA,3,60.09,58.31,59.53,54.44
0,1,5,2,69.99,57.48,54.91,52.91
0,1,3,2,59.78,57.93,61.67,51.97
0,1,4,2,69.22,65.12,63.71,60.43
0,1,4,3,74.35,62.24,61.08,60.43
0,0,5,5,64.98,62.61,65.12,57.94
0,0,5,5,74.32,57.5,52.72,56.19
0,1,4,5,57.16,51.56,51.94,56.19
0,0,5,4,53.33,67.16,66.9,64.67
0,0,5,4,62.94,61.38,62.83,64.67
0,0,2,2,60.21,55.49,59.8,50.06
0,1,4,4,61.81,67.33,68.39,58.65
0,0,4,4,59.93,56.99,54.74,55.73
0,0,2,NA,63.42,57.1,58.55,50.24
0,0,2,5,57.23,50.73,53.14,50.24
0,1,NA,4,55.5,55.47,54.96,52.36
0,0,5,4,78.41,76.38,78.68,64.67
0,1,4,3,48.82,37.82,48.33,35.65
0,0,5,4,78.12,69.47,70.06,63.13
0,1,NA,4,63.44,59.95,56.06,70.58
0,1,2,2,50.31,36.81,34.93,39.9
0,1,5,1,57.62,61.62,58.41,70.58
0,1,5,4,61.75,48.01,45.82,50.24
0,0,4,5,42.48,52.04,53.53,49.69
0,1,5,4,73.7,65.04,64.1,52.91
0,0,NA,NA,33.19,58.13,58.73,52.85
0,0,5,4,80.83,68.24,67.36,60.43
0,0,3,2,59.17,70.08,73.7,70.58
0,0,5,2,49.73,51.5,51.83,49.25
0,0,4,4,45.37,46.1,38.83,64.67
0,0,2,2,43.63,43.21,46.33,38.15
0,0,4,2,56.34,54.12,58.34,48.95
0,0,NA,NA,69.53,65.46,66.14,60.43
0,0,3,2,62.5,52.15,48.49,52.15
0,0,4,3,60.55,59.84,58.74,60.43
0,0,5,4,64.39,67.78,66.42,70.58
0,0,5,2,42.48,55.59,59.02,56.57
0,0,5,5,36.58,42.77,42.37,41.59
0,0,2,4,39.12,42.93,37.36,47.08
0,0,5,4,62.57,73.97,75.02,70.58
0,0,2,2,51.53,44.3,51.19,47.17
0,0,4,5,71.96,64.75,65.14,56.19
0,0,4,3,60.83,68.76,72,70.58
0,0,5,2,55.93,50.38,52.31,56.25
0,1,2,2,47.41,58.84,57.59,63.14
0,0,4,4,68.27,55.72,58.75,55.88
0,0,4,4,79.89,68.79,69.19,60.43
0,0,4,4,72.96,70.45,72.15,70.58
0,0,3,2,58.28,49.55,50.25,56.19
0,0,4,4,50.66,61.34,62.89,60.43
0,0,NA,NA,44.14,33.25,35.64,43.68
0,0,5,4,41.99,56.59,58.31,56.34
0,0,2,3,49.71,47.9,38.52,55.73
0,0,2,3,72.94,64.92,63.9,54
0,0,5,5,53.85,55.85,53.18,56.25
0,0,4,2,37.08,39.87,36.64,56.19
0,0,5,4,49.6,54.48,53.12,60.43
0,0,5,4,63.52,58.27,61.01,56.54
0,0,4,4,63.66,56.95,63.29,56.57
0,1,5,1,65.56,54.51,51.2,60.43
0,1,3,4,57.31,59.5,54.81,60.43
0,1,4,4,63.69,42.76,45.11,44.03
0,1,1,1,56.41,48.23,42.17,49.69
0,1,3,5,56.24,56.62,52.49,56.54
0,1,4,2,47.88,58.57,55.73,62.73
0,1,4,3,46.57,44.76,44.16,45.63
0,1,5,5,57.07,48.76,51.38,41.05
0,1,5,4,61.86,48.5,42.07,55.73
0,1,3,2,73.13,59.52,59.24,52.91
0,1,5,4,66.87,60.56,54.45,60.43
0,1,5,2,60.49,59.15,55.33,63.14
0,1,4,2,59.04,49.46,49.51,54.37
