bysex,bystlang,byincome,stu_exp,par_asp,mth_read,mth_test,rd_test,freelnch,stu_tch,putdownt,safe,disrupt,gangs,rac_fght,fair,strict,stolen,drugs,t_hurt,p_fight,hit,damaged,bullied,late,skipped
1,1,10,5,6,56.93,57.52,55.47,5,2,3,3,3,2,1,3,3,1,1,2,1,1,1,1,2,2
1,1,10,5,6,53.5,51.22,55.34,5,2,4,3,4,3,3,2,2,1,1,1,1,NA,1,1,2,2
1,1,12,6,5,58.42,61.66,54.11,2,2,2,3,3,3,3,3,2,2,1,3,2,2,2,2,5,2
2,0,5,7,5,35.04,34.26,37.72,1,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,2,1
2,1,6,5,7,48.84,39.04,58.79,NA,3,3,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1
NA,NA,3,NA,4,42.95,45.39,41.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,9,6,5,53.17,57.25,48.69,5,2,4,3,2,3,3,2,2,2,1,1,1,2,1,1,2,1
1,1,8,7,6,68.6,62.24,72.6,5,2,4,4,4,3,3,2,2,1,1,1,1,1,1,1,3,1
2,1,8,4,5,49.33,49.2,49.55,5,2,3,4,3,3,3,2,2,2,1,1,2,1,1,1,3,3
1,1,11,3,5,40.58,44.02,38.34,5,2,3,3,2,3,2,3,2,2,2,3,2,2,2,3,3,1
2,0,5,6,7,41.93,41.99,42.9,6,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,3,1
2,1,11,6,6,45.24,45.48,45.61,4,2,2,2,1,2,3,4,NA,3,1,3,3,2,2,1,2,1
1,0,9,4,6,25.13,24.45,28.97,7,2,1,3,2,2,2,3,2,2,3,1,2,1,1,1,1,1
2,1,4,5,6,46.49,41.92,51.52,7,1,3,4,3,4,4,4,2,2,1,1,1,1,1,1,2,5
1,1,10,5,5,44.67,48.23,41.79,7,4,1,2,1,1,1,4,4,2,3,1,1,1,1,1,4,1
1,1,10,5,5,42.71,37.92,48.44,7,2,3,3,2,1,3,4,3,1,3,1,3,1,1,1,3,1
2,0,8,5,7,33.04,37.66,30.58,5,3,NA,NA,3,3,NA,2,3,2,1,1,1,1,1,1,3,1
1,1,5,5,5,44.35,39.51,49.92,5,3,3,3,2,1,2,3,2,2,3,2,1,1,1,1,4,3
1,1,7,2,5,53.56,52.8,53.87,5,2,4,3,3,3,4,4,2,1,3,1,1,1,1,1,5,2
1,0,5,2,4,44.93,44.28,46.23,6,3,3,3,2,2,3,3,3,1,1,1,1,2,1,1,4,2
1,0,4,4,5,33.95,35.68,34.27,7,2,2,3,2,2,2,2,1,2,1,1,1,1,1,2,2,1
2,0,9,NA,6,42.98,40.62,46.23,4,2,3,3,1,1,3,3,2,2,3,2,1,1,1,1,3,2
1,1,10,3,4,49.07,45.02,53.25,5,4,1,1,3,1,3,4,4,3,3,1,2,2,3,1,5,1
2,1,9,6,6,55.5,54.71,55.59,5,2,4,4,2,4,4,2,3,1,2,1,1,1,1,1,2,1
2,1,10,6,5,66.8,68.72,62.74,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1
2,1,10,3,5,40.74,35.58,47.09,3,2,3,2,3,3,3,3,2,1,1,1,1,1,1,1,2,1
1,1,9,5,5,46.38,53.66,39.57,3,2,3,4,3,2,3,2,2,1,2,1,1,1,1,1,2,1
2,1,12,7,5,55.39,53.27,56.82,1,1,3,4,1,4,3,2,1,1,1,1,1,1,1,1,1,1
2,NA,9,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,8,7,7,60.81,54.31,65.94,2,2,4,3,3,3,3,2,2,1,1,1,1,1,2,1,2,1
2,1,11,5,5,52.46,49.51,55.1,2,4,3,3,3,2,2,4,2,2,2,1,1,1,1,1,3,4
2,1,11,5,6,37.45,40.13,36.37,1,3,3,3,4,4,3,3,2,3,1,1,1,1,1,1,4,3
1,1,11,5,5,49.91,55.82,44.01,1,2,4,4,4,4,3,2,3,1,1,1,2,1,1,1,1,1
2,1,12,5,6,49.6,49.7,49.55,1,2,3,4,3,3,3,3,3,2,1,1,1,1,1,1,3,2
1,1,13,6,6,59.16,58.86,58.3,1,2,3,3,3,2,3,2,2,1,1,1,1,1,1,1,1,1
1,1,9,3,3,43.25,45.83,41.54,5,3,3,4,3,4,4,3,2,1,1,1,1,1,1,1,2,1
2,1,8,3,5,39.73,44.16,36.61,5,4,3,3,3,4,3,4,2,1,1,2,1,1,1,3,1,1
2,1,8,5,5,44.73,46.5,43.64,4,3,3,3,3,4,4,3,3,1,1,2,1,1,1,2,1,1
1,0,9,6,7,50.89,51.51,50.17,5,2,3,3,2,1,3,3,2,2,1,2,1,2,2,2,5,3
1,1,10,5,6,52.68,52.27,52.76,5,2,3,3,1,2,2,4,1,2,1,2,1,2,1,3,4,1
NA,NA,10,NA,7,55.93,53.26,57.85,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,5,5,6,50.21,53.31,47.09,7,2,4,4,3,2,3,2,3,1,1,1,1,1,1,1,2,2
1,0,7,5,5,60.27,63.4,55.84,NA,2,3,3,3,1,3,4,3,1,1,1,1,1,1,1,2,1
2,1,8,NA,5,41.73,40.13,44.38,NA,3,3,3,2,3,3,2,2,1,1,2,1,1,1,1,1,2
NA,NA,11,NA,3,45.36,43.57,47.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0,2,7,6,46.71,46.64,47.21,7,2,4,4,4,NA,1,2,3,1,1,1,1,1,1,1,2,1
1,0,11,5,5,38.66,36.24,42.53,7,3,3,3,2,3,3,2,2,1,2,1,1,1,1,1,3,2
1,0,8,NA,5,61.96,63.85,58.55,5,2,3,3,4,4,4,2,2,1,1,1,1,1,1,1,1,1
NA,NA,10,NA,3,39.93,41.75,39.39,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,10,NA,5,41.01,40.91,42.27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0,8,NA,7,48.92,47.7,50.29,NA,3,2,3,1,1,2,3,4,2,1,1,1,1,1,1,3,3
2,1,8,5,5,37.05,36.07,39.69,5,3,3,3,2,3,4,3,3,1,1,1,1,1,1,1,2,2
1,1,9,6,5,55.94,56.16,54.97,5,2,4,3,2,3,4,2,2,3,1,3,1,3,2,3,3,1
1,1,8,6,6,48.99,57.68,40.43,5,2,4,4,3,4,3,3,2,2,1,1,1,1,1,1,5,3
1,1,9,5,7,50.22,46.05,54.36,1,3,3,4,2,1,3,2,2,3,NA,1,2,2,1,1,2,1
2,0,7,6,7,47.07,49.53,44.99,1,2,3,3,1,3,3,3,2,1,1,1,1,1,1,1,2,1
1,1,2,2,2,41.87,33.5,51.28,4,1,3,1,1,3,1,3,1,3,1,1,1,1,1,1,5,2
1,1,5,6,5,75.14,74.86,72.23,2,2,2,3,2,1,3,2,3,1,1,2,1,2,2,2,1,1
2,1,9,7,7,39.61,42.83,37.72,2,3,3,3,3,3,3,3,2,1,3,2,2,2,1,1,5,2
2,1,3,6,2,44.2,46.37,42.78,2,2,2,3,3,2,3,3,3,1,1,2,1,1,1,1,3,1
1,0,10,6,7,53.75,56.73,50.29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,9,5,5,55.02,56.16,53.25,2,2,3,4,3,3,3,2,2,1,1,2,1,1,1,1,1,2
1,1,9,5,7,47.84,47.76,48.2,6,2,4,3,3,2,2,3,2,1,1,1,1,1,1,1,3,1
1,0,6,NA,5,34.17,31.15,39.2,6,3,4,3,2,3,3,2,2,1,1,1,1,1,1,1,2,1
2,1,12,6,5,63.34,60.39,64.59,1,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1
1,1,8,2,3,44.31,45.46,43.88,1,1,3,3,2,3,4,3,2,2,1,1,2,2,2,2,5,1
2,1,11,5,6,47.16,48.45,46.23,1,2,3,3,3,3,3,2,1,1,1,1,2,1,1,3,3,1
2,1,10,7,7,61.68,59.14,62.74,2,2,3,4,3,3,3,2,2,2,1,1,1,1,1,2,1,1
NA,NA,9,NA,5,52.08,52.77,51.12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,10,5,5,43.74,47.61,40.68,3,2,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,3,2
2,1,10,5,6,51.18,46.5,55.71,2,2,2,1,1,2,3,3,4,3,1,2,3,3,3,3,1,1
1,1,8,6,5,33.44,34.85,34.15,4,2,3,4,2,4,3,3,3,1,3,2,3,2,1,1,5,3
2,1,9,2,5,46.94,44.59,49.68,4,3,3,3,3,2,3,4,2,1,1,1,1,1,1,1,4,3
2,1,10,3,5,27.88,32.92,25.65,4,4,4,3,3,2,3,2,2,1,1,1,1,1,1,1,1,1
1,1,8,5,7,52.29,59.79,44.5,5,4,4,4,4,4,3,3,4,1,1,1,1,1,1,1,2,1
2,1,9,6,6,60.91,59.91,60.52,5,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1
2,1,12,5,7,62.59,60.11,63.48,1,2,4,4,2,3,3,2,2,1,1,1,1,1,1,1,2,1
1,1,9,5,3,48.06,44.6,51.77,1,2,3,3,2,4,4,2,2,2,1,1,1,1,1,1,3,1
2,1,9,7,5,58.16,58.47,56.82,5,2,3,3,1,3,4,3,2,2,1,1,1,1,1,1,2,1
1,1,10,5,3,51.2,53.19,49.06,5,2,3,3,3,3,4,2,3,3,1,1,3,3,3,1,NA,1
1,1,9,5,5,67.22,63.23,69.02,4,2,2,4,2,2,3,2,3,1,1,2,1,1,1,2,2,1
NA,NA,7,NA,5,40.89,42.6,40.35,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,6,5,7,41.19,41.09,42.41,4,2,4,4,3,1,4,4,3,2,1,2,1,1,1,1,5,2
1,NA,9,NA,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,5,5,5,45.14,44.31,46.6,4,3,4,3,2,2,3,2,3,1,1,1,1,1,1,1,2,1
1,1,12,6,5,64.34,60.42,66.44,4,2,4,4,4,3,4,2,2,2,2,1,1,2,2,2,3,1
1,NA,11,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,12,6,6,72.66,69.23,73.21,3,2,4,3,2,3,3,2,2,1,1,1,1,1,1,1,3,1
2,1,10,NA,6,54.13,54.37,53.37,2,2,3,3,1,3,3,2,2,1,1,1,1,1,1,1,1,1
2,1,11,6,7,46.51,49.83,43.64,2,2,4,2,4,1,3,4,2,2,2,1,1,1,1,1,2,1
2,1,13,5,5,42.98,43.35,43.51,2,2,3,3,4,3,3,1,3,1,1,1,1,1,1,1,1,1
2,0,7,5,6,51.16,52.37,49.8,2,3,3,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1
1,1,12,5,5,50.58,50.67,50.42,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,12,4,5,58.63,57.49,58.67,2,2,4,4,3,1,3,2,2,1,1,1,1,1,1,1,2,1
1,1,10,NA,5,32.59,28.81,38.59,2,2,3,1,3,3,3,3,3,1,2,1,1,1,1,1,2,1
2,1,9,7,7,47.37,54.4,40.68,5,3,3,3,2,2,1,2,3,3,2,2,1,1,1,NA,2,1
1,1,11,5,5,65.28,61.08,67.54,5,3,4,3,2,3,3,3,3,1,1,2,1,2,2,2,2,1
2,0,9,5,7,48.22,51.68,44.99,5,2,3,3,1,2,2,2,2,2,3,2,1,1,1,1,3,1
2,1,9,6,7,50.31,55.6,44.99,5,2,3,3,3,2,2,2,3,2,1,3,1,2,2,2,2,1
2,1,11,5,5,38.77,40.51,38.46,5,3,4,4,1,2,1,1,1,1,1,1,1,1,1,1,2,1
2,1,7,7,6,34.42,38.04,32.79,2,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,2,1
1,1,7,2,5,33.66,35.88,33.53,4,3,3,4,4,1,1,4,4,3,3,3,3,1,3,1,3,5
2,1,3,7,5,32.33,33.5,33.41,4,2,4,4,2,2,1,3,1,2,1,1,2,2,1,1,1,1
2,1,9,6,7,46.48,53.1,40.31,4,2,3,3,1,2,3,3,2,2,3,1,1,1,1,1,2,1
1,1,10,NA,3,50.41,51.46,49.31,4,2,3,4,3,3,3,3,2,1,1,2,1,1,1,1,2,1
2,1,8,6,6,49.27,51.8,46.84,4,2,3,2,2,3,2,4,1,1,1,1,1,2,1,3,1,1
2,NA,11,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,6,6,7,43.86,41.3,47.21,NA,3,3,3,1,3,3,1,2,1,1,1,1,3,1,1,2,3
1,1,10,7,5,57.16,56.35,57.07,3,2,3,3,2,3,3,1,2,2,1,1,1,1,1,2,1,1
1,1,7,6,6,56.11,56.72,54.73,4,2,4,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1
1,0,2,7,6,27.61,27,31.07,7,1,4,4,4,4,4,1,1,3,3,3,3,3,3,3,1,1
1,1,9,2,5,37.83,39.37,37.85,7,2,3,NA,3,1,4,3,2,1,1,1,1,1,1,1,3,1
2,0,10,6,5,48.18,48.65,47.95,6,2,4,4,3,3,3,1,2,1,1,1,1,1,1,1,2,1
1,0,6,6,3,49.93,47.62,52.26,5,2,3,3,3,2,3,3,2,2,3,1,1,1,1,1,5,1
1,0,11,6,6,42.93,49.29,37.48,3,2,3,3,2,2,3,3,2,1,1,1,1,1,1,2,1,1
2,1,12,7,6,59.35,56,61.51,3,2,3,4,2,3,3,3,3,2,1,1,1,1,1,1,1,1
1,1,11,5,5,59.51,58.89,58.92,2,NA,3,3,3,2,3,4,2,2,1,1,1,1,1,1,3,1
1,1,3,7,7,45.03,45.57,45.12,2,2,4,4,3,4,4,2,3,1,1,1,1,1,1,1,4,4
1,1,8,5,5,41.12,42.45,40.93,6,3,4,3,3,1,2,2,3,1,1,1,1,1,1,1,1,1
1,0,9,4,6,50.18,51.4,48.94,6,2,3,4,2,3,3,3,2,1,2,1,1,1,1,1,3,3
2,0,6,5,5,40.07,49.6,31.81,4,2,3,2,2,3,2,2,3,1,1,1,1,1,1,2,1,1
1,1,10,7,7,64.95,61.81,66.19,4,2,3,1,1,1,2,2,3,1,2,2,1,1,1,1,1,1
2,1,10,NA,7,59.01,59.19,57.69,4,2,3,3,2,3,3,2,3,2,1,1,1,1,1,1,3,1
1,1,10,2,5,45.62,45.34,46.47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,10,5,5,47.39,48.52,46.6,4,3,4,4,4,4,4,2,2,2,1,3,2,2,1,3,2,3
2,0,11,7,7,49.55,50.11,49.06,7,3,4,3,3,2,4,3,3,1,3,1,1,1,1,1,2,4
1,1,5,3,2,45.32,48.59,42.65,5,4,1,1,1,3,1,4,4,3,3,3,3,3,2,1,5,4
2,1,7,5,5,38.66,37.22,41.54,4,3,3,3,1,1,3,3,2,2,1,1,1,1,1,1,2,1
1,1,10,7,5,53.89,51.21,56.08,4,2,4,3,1,3,3,2,2,1,1,1,1,1,1,1,2,1
1,1,11,4,7,31.71,31.85,33.9,5,2,3,4,3,3,4,NA,3,2,2,1,1,1,2,1,2,1
1,1,12,7,7,79.94,79.91,76.17,6,2,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1
2,1,9,3,5,35,34.69,37.23,NA,3,3,3,2,3,2,2,3,1,2,2,1,1,1,1,2,2
1,1,2,5,5,44.73,51.54,38.59,NA,2,3,4,4,2,2,2,1,3,2,3,1,3,2,1,4,1
2,1,12,6,5,63.71,62.08,63.6,3,2,4,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1
1,0,13,7,7,56.81,56.92,55.84,3,2,3,3,2,3,2,3,2,1,1,1,1,1,1,1,3,1
1,1,13,5,6,58.4,58.29,57.44,3,1,3,4,3,3,2,3,3,1,2,1,1,1,1,1,2,2
2,1,12,6,7,54.41,53.78,54.48,1,2,3,2,3,2,1,3,3,1,2,1,1,1,1,2,3,2
2,1,8,7,6,64.96,66.02,62,NA,3,3,4,2,3,2,2,1,2,1,1,1,1,1,1,2,1
1,1,10,5,5,49.86,42.79,56.95,NA,2,4,3,NA,3,2,2,3,2,1,2,1,1,2,3,2,3
2,1,8,3,5,50.3,53.61,46.96,7,2,3,3,1,2,3,2,2,2,1,1,1,1,1,1,1,1
1,0,5,5,4,46.09,47.33,45.36,7,4,3,3,1,1,3,1,2,2,3,1,1,1,1,1,2,1
1,1,7,6,6,65.87,68.71,61.01,7,3,4,3,4,4,4,3,3,2,2,1,1,3,1,1,2,1
2,1,8,1,2,34.14,27.89,42.41,4,2,3,2,3,3,2,3,3,2,1,1,1,1,1,1,2,1
1,1,10,NA,2,32.18,30.03,36.61,4,2,3,4,2,3,2,3,2,2,2,2,1,1,2,3,2,1
2,1,10,6,7,59.16,56.38,60.77,NA,2,2,4,3,NA,2,4,2,3,2,1,1,2,1,2,2,2
2,1,11,4,3,39.36,37.06,43.02,5,2,3,3,2,3,4,2,2,1,2,1,1,1,1,1,2,1
2,1,11,6,6,51.68,52.13,51.03,5,3,3,4,2,3,2,3,2,3,3,3,1,1,1,1,2,3
2,1,11,3,5,51.38,54.02,48.57,3,2,2,3,3,3,3,2,3,2,2,1,1,1,1,1,3,1
2,1,9,6,5,51.51,48.59,54.24,3,2,4,3,2,2,4,2,3,1,1,1,1,1,1,1,3,2
2,1,4,2,2,34.52,30.59,40.43,3,3,3,3,2,3,3,3,2,1,1,2,1,1,1,1,2,1
2,1,5,5,3,48.14,55.36,41.17,3,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,2,1
1,1,8,6,6,63.76,66.74,59.04,5,2,3,4,3,4,4,2,2,1,1,1,1,1,1,1,2,1
2,1,9,7,5,46.22,46.58,46.35,5,3,3,2,1,3,3,2,2,1,1,1,1,1,1,1,1,1
2,1,12,4,5,37.38,35.2,41.17,1,3,3,3,1,3,2,3,2,2,1,2,2,2,1,3,2,1
1,1,11,2,5,43.89,51.08,37.48,1,2,4,4,3,1,2,4,1,1,3,1,1,1,1,1,5,1
1,1,10,6,3,57.41,48.32,65.57,1,2,4,NA,1,4,4,2,2,2,1,1,1,1,1,1,1,1
NA,NA,5,NA,5,54.83,52.77,56.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,12,5,5,45.83,45.48,46.72,1,3,3,3,3,3,3,3,2,1,2,1,1,1,1,1,2,2
1,0,11,NA,7,51.44,52.04,50.66,1,4,1,1,3,3,4,4,1,3,3,2,2,2,3,1,5,4
2,0,3,5,5,36.8,38.92,36.37,1,1,4,4,4,4,3,2,2,1,1,1,1,1,1,1,1,1
2,1,11,6,7,53.5,56.75,49.8,1,1,3,4,2,4,4,3,1,2,1,1,1,1,1,1,2,1
1,1,12,5,6,60.18,62.24,56.82,1,2,3,3,3,3,3,2,2,1,1,1,1,1,1,2,1,2
NA,NA,10,NA,7,61.32,61.85,59.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,13,NA,7,67.9,66.85,66.68,1,2,3,4,3,3,3,3,3,2,1,1,1,1,1,1,2,1
1,1,11,NA,6,65.01,62.42,65.7,1,2,4,4,3,4,4,2,2,2,1,1,1,1,1,1,2,1
2,1,9,5,5,55.99,57.48,53.74,1,2,3,4,3,3,3,2,2,1,1,1,1,1,1,1,2,2
2,1,13,6,7,52.91,55.9,49.55,1,2,3,3,3,3,4,3,2,1,1,1,1,1,1,1,2,1
2,1,8,5,5,52.32,55.78,48.57,NA,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
NA,NA,11,NA,6,57.14,57.49,55.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,9,5,6,61.4,61.82,59.53,1,2,4,3,2,4,3,2,2,1,1,1,1,1,1,1,1,1
1,1,12,6,6,59.67,58.83,59.29,1,2,3,3,3,3,3,2,2,1,1,1,1,2,1,1,1,1
1,1,10,5,5,41.06,39.01,44.25,3,2,2,3,3,4,2,3,2,1,3,1,1,1,1,1,2,1
1,1,12,5,6,50.26,48.11,52.39,1,2,3,4,3,4,3,2,2,1,3,1,1,1,1,1,2,1
2,1,11,6,6,53.38,55.06,51.28,1,2,3,4,1,4,4,3,2,2,1,1,1,1,1,2,3,2
1,1,10,5,5,48.15,47.23,49.31,1,2,3,3,1,4,4,2,2,2,1,1,2,1,1,1,2,1
2,1,12,7,6,66.96,60.9,70.87,1,2,3,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1
1,1,11,6,5,59.41,59.82,57.81,1,2,4,4,4,3,4,2,2,1,1,1,1,1,1,1,2,1
NA,NA,8,NA,6,56.83,59.43,53.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,10,6,6,72.34,75.16,66.68,1,2,3,4,2,4,4,2,3,2,1,1,1,1,1,1,1,1
1,1,10,NA,5,72.71,74.5,68.04,1,2,3,4,3,4,3,2,NA,1,2,1,1,1,2,2,1,1
1,1,13,7,7,71.56,69.14,71.24,1,2,3,4,3,4,4,4,3,2,1,1,1,1,3,2,1,1
2,1,11,7,6,66.79,67.1,64.34,1,2,3,4,2,3,4,2,2,2,1,1,1,1,1,1,4,1
1,1,12,7,7,56.33,56.52,55.34,1,2,3,3,4,4,3,4,2,3,1,1,1,1,3,2,3,1
2,1,8,6,5,61.52,56.98,64.59,1,2,3,4,3,4,4,2,2,1,1,1,1,1,1,1,1,1
2,1,9,7,7,66.92,63.65,68.04,1,2,3,3,3,4,3,3,3,1,1,1,1,1,1,1,1,3
1,1,10,3,5,47.37,43.67,51.4,1,2,3,3,3,3,3,2,2,1,1,1,1,2,2,1,3,1
2,1,12,6,6,56.75,50.16,62.49,1,2,3,4,3,3,3,2,2,2,1,1,1,1,1,1,3,1
1,1,10,7,7,48.72,48.92,48.69,1,2,3,4,2,2,2,2,2,2,1,1,2,1,1,1,1,1
2,1,10,6,5,62.66,52.97,70.75,1,2,4,4,3,3,3,2,3,1,1,1,1,1,1,1,1,1
2,1,6,5,5,44.18,45.34,43.76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,5,6,6,53.59,55.45,51.28,1,1,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1
1,1,10,6,6,60.34,56.99,62.37,1,2,3,4,2,4,3,2,3,1,1,1,1,1,1,1,2,1
1,1,9,5,5,41.42,44,39.94,6,2,4,4,3,4,2,2,2,1,1,2,1,1,1,2,1,1
1,1,11,6,6,62.49,59.92,63.48,1,2,3,3,3,3,3,2,2,2,1,2,1,1,1,1,2,1
1,1,10,7,7,57.62,56.22,58.06,1,2,2,3,3,4,3,2,1,1,1,1,1,1,1,2,1,1
2,1,11,NA,7,67.98,68.84,64.83,1,1,4,4,3,3,4,3,3,2,1,1,1,1,1,1,2,1
1,1,11,5,5,45.36,42.37,48.94,1,2,4,4,4,4,4,1,2,1,1,1,1,1,1,1,2,1
1,1,11,5,5,45.98,45.64,46.84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,10,6,7,57.07,60.61,52.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,8,5,6,55.76,56.18,54.61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,4,5,7,37.39,33.36,43.02,4,3,3,2,2,3,4,3,2,1,1,1,1,1,1,1,3,1
2,1,11,6,7,50.34,51.59,49.06,3,2,2,4,4,4,2,2,1,1,1,3,1,2,2,1,1,1
2,0,8,5,5,50.66,50.95,50.29,3,2,3,3,2,4,3,2,3,2,1,1,1,NA,1,1,2,1
1,1,10,5,5,58.99,58.66,58.18,3,2,4,4,3,3,3,3,3,2,1,1,1,1,2,1,1,1
2,1,12,6,5,71.34,71.81,68.16,1,2,3,4,2,3,4,3,2,1,1,1,1,1,1,1,4,1
2,1,7,5,5,45.26,44.28,46.84,1,2,3,4,3,4,3,2,2,2,1,2,1,2,2,2,2,2
2,1,8,5,5,50.75,50.37,51.03,1,2,4,4,3,3,4,2,2,2,1,1,1,1,1,1,2,1
1,1,10,6,6,57.64,54.17,60.15,1,2,3,3,3,NA,3,3,2,2,1,NA,2,2,1,2,2,NA
1,1,13,6,5,76.8,77.84,72.35,1,2,4,4,3,4,4,2,1,1,1,1,1,1,1,1,1,1
1,1,10,7,7,72.01,70.35,70.87,1,1,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1
1,1,13,3,5,55.57,55.46,54.97,1,2,4,4,3,4,4,2,2,1,2,1,1,1,1,1,1,2
1,1,9,6,6,67.61,62.85,70.13,1,2,3,3,4,3,2,2,3,1,3,3,3,3,2,1,2,1
1,1,13,6,6,74.53,72.12,73.83,1,3,3,4,3,3,4,1,3,2,1,2,2,2,1,1,1,1
1,1,11,NA,6,49.13,45.5,52.88,1,2,3,3,4,4,3,4,1,2,1,2,2,1,2,1,4,3
1,1,10,5,6,50.38,50.3,50.42,7,3,4,4,4,4,4,2,2,2,1,1,1,2,1,1,2,1
1,1,7,7,6,57.47,58.77,55.22,1,2,2,3,2,3,4,3,2,3,2,2,2,3,2,3,1,1
2,1,13,6,5,51.09,46.2,55.84,1,2,3,3,2,3,3,2,2,1,2,2,1,1,1,2,3,1
2,1,12,5,7,51.87,45.95,57.56,1,2,3,3,1,3,3,2,2,2,1,2,1,1,1,1,4,2
1,1,13,7,7,72.86,75.15,67.67,1,1,4,4,3,4,4,4,3,2,1,1,1,1,1,1,2,1
1,1,10,7,5,53.57,58.37,48.32,1,3,3,3,4,4,3,3,3,2,1,2,1,3,3,2,2,3
1,1,10,5,5,59.08,58.94,58.06,1,2,3,3,3,4,3,2,3,1,1,1,1,1,1,2,3,1
2,1,11,5,6,40.16,44.6,36.98,1,3,2,1,3,4,4,4,3,1,1,1,1,1,1,1,3,2
2,1,11,5,5,42.08,41.91,43.27,1,2,3,3,3,4,4,2,3,1,1,1,1,1,1,1,2,1
1,1,12,7,5,58.85,57.17,59.41,1,2,3,3,1,NA,4,2,2,2,1,1,1,NA,1,1,1,1
1,1,10,6,6,43.92,57.43,31.19,2,2,3,4,3,2,4,3,2,2,3,1,1,3,2,3,3,2
1,1,8,5,5,44.94,45.78,44.75,2,3,2,4,3,4,4,3,2,2,1,1,1,1,1,1,2,1
NA,NA,9,NA,6,48.12,46.72,49.77,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,12,7,5,45.08,54.42,36.37,1,2,4,2,1,3,3,3,1,2,1,1,1,1,2,1,2,1
1,1,10,5,6,70.64,67.78,70.87,1,1,3,4,4,4,3,3,2,1,3,1,1,3,1,2,4,2
2,1,12,6,6,60.46,59.2,60.4,1,2,3,3,2,4,4,2,2,2,1,1,1,1,1,1,1,1
2,1,13,5,7,46.31,43.92,49.18,1,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,2,2
