STU_ID,SCH_ID,BYSEX,BYRACE,BYSTLANG,BYPARACE,BYPARLNG,BYFCOMP,BYPARED,BYMOTHED,BYFATHED,BYINCOME,BYSTEXP,BYPARASP,BYTXCSTD,BYTXMSTD,BYTXRSTD,BYSCTRL,BYURBAN,BYREGION,BY10FLP,BYS20A,BYS20B,BYS20C,BYS20D,BYS20E,BYS20F,BYS20G,BYS20H,BYS20I,BYS20J,BYS20K,BYS20L,BYS20M,BYS20N,BYS21A,BYS21B,BYS21C,BYS21D,BYS21E,BYS22A,BYS22B,BYS22C,BYS22D,BYS22E,BYS22F,BYS22G,BYS22H,BYS24A,BYS24B,BYS24C,BYS24D,BYS24E,BYS24F,BYS24G,BYS27A,BYS27B,BYS27C,BYS27D,BYS27E,BYS27F,BYS27G,BYS27H,BYS27I,BYS28,BYS34A,BYS34B,BYS35A,BYS35B,BYS36A,BYS36B,BYS37,BYS38A,BYS38B,BYS38C,BYS42,BYS43,BYS44A,BYS44B,BYS44C,BYS44D,BYS44E,BYS44H,BYS45A,BYS45B,BYS45C,BYS47A,BYS47B,BYS48A,BYS48B,BYS85A,BYS85B,BYS85C,BYS85D,BYS85F,BYS85G,BYS86A,BYS86B,BYS86C,BYS86D,BYS86I,BYS87A,BYS87B,BYS87C,BYS87D,BYS87E,BYS87F,BYS88A,BYS88B,BYS89A,BYS89B,BYS89C,BYS89D,BYS89E,BYS89F,BYS89G,BYS89H,BYS89I,BYS89J,BYS89K,BYS89L,BYS89M,BYS89N,BYS89O,BYS89P,BYS89Q,BYS89R,BYS89S,BYS89T,BYS89U,BYS89V,BYS90A,BYS90B,BYS90C,BYS90D,BYS90E,BYS90F,BYS90G,BYS90H,BYS90J,BYS90K,BYS90L,BYS90M,BYS90Q,BYS91
208120,2081,1,3,1,5,1,2,2,2,1,8,NA,2,33.3,33.72,35.01,1,3,3,1,3,3,2,2,3,4,3,3,3,3,2,2,2,2,2,3,3,2,3,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,1,1,3,1,4,0,1,NA,3,4,2,2,2,0,1,1,1,1,1,4,1,1,1,1,5,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208211,2082,2,7,0,7,1,1,7,7,7,12,7,7,61.1,56.46,64.34,1,3,3,NA,3,4,3,2,2,3,3,2,2,2,2,2,3,2,3,3,3,3,3,2,1,3,2,2,1,2,2,2,1,2,1,1,1,1,3,2,3,1,3,2,3,3,2,1,5,20,5,5,0,5,4,1,1,1,10,5,3,2,2,1,4,3,5,5,5,5,2,2,3,4,2,4,2,1,3,2,2,2,2,3,3,2,3,2,2,3,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,1,3,1,3,1,3,1,1,3,1,2,1
208218,2082,2,7,1,7,1,1,8,8,8,12,7,7,66.26,64.39,66.07,1,3,3,NA,2,3,2,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,2,3,2,2,2,2,2,2,2,1,12,1,5,0,3,3,1,2,1,4,6,2,3,2,1,4,2,5,4,4,5,3,2,4,3,3,3,2,3,3,2,3,3,2,2,3,2,3,2,2,3,2,3,2,2,2,2,3,2,3,2,2,3,2,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,3,2,3,1,1,3,2,2,1
210110,2101,1,3,1,3,1,1,8,8,6,10,5,5,49.96,50.38,49.55,1,3,3,1,2,2,2,2,2,1,1,4,3,3,2,2,4,4,2,3,2,3,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,3,2,3,1,2,1,1,1,1,2,21,17,4,1,4,1,4,1,1,2,12,3,3,2,2,1,4,3,2,2,2,3,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210127,2101,2,7,1,7,1,1,2,2,2,9,7,2,49.43,43.84,55.1,1,3,3,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1,3,NA,3,1,1,1,1,2,2,3,2,3,3,2,3,3,2,1,5,2,1,1,2,3,1,1,1,0,6,3,1,1,4,4,1,4,2,2,1,3,6,5,4,4,4,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,1,3,2,3,2,3,2,2,2,3
212114,2121,1,7,1,7,1,1,3,2,3,12,5,5,42.76,40.34,46.1,1,3,3,1,3,2,3,1,3,4,2,1,2,2,2,1,2,4,3,3,2,2,4,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,3,2,2,3,3,3,1,2,2,1,2,2,2,1,3,4,4,3,0,1,4,4,1,2,3,1,5,3,4,5,3,4,6,3,2,1,4,2,1,3,3,3,2,3,3,3,3,3,2,3,3,1,2,1,2,2,2,3,3,3,2,2,2,1,4,2,NA,3,2,2,4,3,2,4,2,3,2,2,3,3,3,3,1,2,3,3,3,1
212216,2122,2,7,1,7,1,5,5,5,3,8,5,5,56.99,56.89,56.21,1,3,3,1,2,1,1,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,2,2,2,2,3,3,2,2,1,2,3,15,0,5,0,8,3,3,1,3,0,0,2,4,1,1,1,1,5,5,5,5,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212228,2122,1,3,1,3,1,1,2,2,2,10,5,5,47.23,45.38,49.43,1,3,3,1,2,2,1,2,2,2,2,3,3,3,2,3,1,2,1,2,3,2,2,3,3,1,2,1,1,1,1,2,1,3,3,1,1,1,3,3,3,1,2,2,2,1,1,2,1,2,0,2,0,1,3,2,1,2,0,0,3,3,1,3,4,4,4,3,3,5,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213102,2131,2,7,1,7,1,1,3,3,2,7,7,6,54.4,46.49,61.75,1,3,3,5,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,3,2,2,2,2,2,2,3,20,10,5,5,5,5,4,1,1,1,10,12,3,4,2,3,3,3,5,5,5,5,4,3,6,4,4,4,3,3,3,3,3,3,3,3,3,1,3,1,1,3,1,4,2,2,4,4,3,4,4,4,4,4,4,1,4,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
214112,2141,1,7,1,NA,NA,1,6,2,6,9,3,7,30.14,31.62,31.19,1,3,3,3,2,2,2,2,2,3,2,4,3,4,2,2,3,3,3,2,4,2,3,1,1,1,1,1,1,1,1,3,2,2,3,1,1,1,2,3,4,1,2,4,1,3,2,2,5,0,1,0,1,0,2,2,2,1,0,3,4,2,1,2,1,1,1,2,1,1,3,3,6,1,1,3,2,1,2,1,2,2,2,2,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,3,2,2,2,2,3,2
214204,2142,2,7,1,NA,NA,5,7,7,7,10,6,6,52.4,53.58,50.91,1,3,3,2,3,3,1,2,2,3,2,3,3,3,3,3,2,3,1,2,2,3,2,1,2,1,1,1,1,1,1,3,1,2,1,1,1,1,3,2,3,1,1,3,1,2,1,3,7,14,7,4,7,7,4,2,2,2,0,2,3,2,1,2,4,1,3,2,2,3,3,6,6,3,3,2,3,3,4,2,2,2,2,2,3,2,3,2,1,2,2,3,2,1,3,4,2,2,3,4,3,4,3,2,3,2,3,4,1,3,4,3,2,4,2,2,2,2,3,3,2,3,1,2,3,3,3,2
214215,2142,2,6,1,NA,NA,1,3,2,3,12,6,7,56.42,57.29,54.73,1,3,3,2,2,2,3,1,3,3,3,3,2,3,2,1,2,3,2,2,2,3,2,1,3,1,1,1,1,1,3,3,2,3,2,1,1,1,4,3,2,2,2,4,3,4,2,1,3,0,3,0,3,0,3,1,2,4,0,1,3,3,1,3,1,1,4,2,3,4,3,5,3,1,1,2,1,1,3,1,1,2,2,2,4,2,4,2,2,4,2,2,2,1,3,3,3,3,3,3,2,2,2,1,2,3,2,3,2,1,2,3,1,2,2,1,1,2,1,3,2,3,1,2,2,2,2,1
216103,2161,2,3,1,3,1,5,2,1,2,11,6,7,59.16,55.9,61.26,1,3,3,1,4,3,4,2,3,3,3,4,4,3,2,1,2,3,3,4,3,3,4,NA,2,2,1,1,1,2,2,2,1,3,2,1,1,1,3,4,2,2,2,3,4,3,1,2,3,8,0,1,0,2,4,1,2,2,0,3,3,3,1,4,4,1,5,4,3,5,3,6,0,3,1,1,4,3,3,3,3,3,3,2,3,1,4,1,1,4,3,1,2,1,2,2,2,1,2,3,3,4,NA,1,2,2,2,3,1,1,2,3,1,3,2,2,1,2,2,3,2,2,1,3,2,2,3,1
216116,2161,2,7,1,NA,NA,1,4,2,4,9,3,3,43.34,46.23,41.3,1,3,3,1,2,1,1,2,2,2,2,3,4,4,3,3,3,2,2,3,3,3,2,1,2,1,1,1,1,1,1,4,3,3,3,3,1,1,3,3,3,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,3,0,0,4,3,1,3,4,4,2,2,2,3,3,1,4,3,3,3,2,2,4,2,1,1,2,2,3,3,3,2,2,3,2,3,2,1,1,1,4,2,2,1,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,1,3,2,3,1,2,1,1,3,2,3,2
216204,2162,2,7,1,NA,NA,9,2,2,1,11,5,5,56.4,57.51,54.48,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,5,5,2,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,1,3,3,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216224,2162,1,7,1,7,1,1,3,3,3,12,6,5,44.26,45.61,43.64,1,3,3,1,2,1,2,3,2,2,2,4,4,4,3,3,4,4,1,2,1,2,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,2,2,3,1,2,1,1,2,1,2,1,6,1,6,1,6,4,1,1,2,12,0,4,4,1,4,4,4,4,3,3,4,2,6,6,4,3,3,3,3,3,2,3,2,2,2,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA
217112,2171,2,2,1,7,1,1,2,2,2,10,3,3,46.92,45.06,49.18,1,3,3,3,2,4,2,2,2,1,3,4,4,3,3,2,3,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,3,1,1,1,1,2,2,2,2,2,3,1,2,1,3,2,2,1,1,1,1,4,2,2,2,0,1,3,2,1,4,4,1,1,3,4,3,5,4,6,3,2,3,1,1,4,2,1,3,3,2,1,3,2,3,2,1,2,3,4,4,2,2,4,2,4,4,3,4,3,4,3,4,4,4,3,4,3,4,4,4,3,2,1,3,2,3,1,3,2,2,2,1,2,1
217214,2172,1,3,1,NA,NA,1,2,2,2,8,2,5,43.01,45.01,41.91,1,3,3,1,3,3,2,2,3,3,3,2,3,2,3,3,4,3,2,3,3,1,2,2,1,1,2,2,1,1,1,3,3,3,3,3,1,1,4,4,2,2,2,2,4,3,2,1,1,5,1,0,1,2,2,2,3,2,0,0,4,1,1,4,4,4,4,2,3,4,2,6,6,2,2,3,3,NA,2,2,2,2,2,2,3,3,3,4,3,3,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,1,1,3,2,1,1,1,1,1,2,1,2,3,2
217232,2172,2,3,1,3,1,5,4,4,1,12,NA,5,40.3,38.94,42.9,1,3,3,1,2,2,2,1,2,3,3,2,3,3,2,2,4,1,2,2,3,4,3,1,2,1,3,1,1,2,1,3,5,3,3,3,2,1,3,2,3,1,3,3,1,3,2,2,5,10,5,2,0,0,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217314,2173,1,3,1,3,1,6,6,6,6,9,5,5,49.78,50.05,49.55,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,4,3,3,3,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218218,2182,1,3,1,3,1,5,3,2,3,8,5,5,48.77,53.7,44.01,1,1,3,5,3,3,2,2,3,2,3,3,4,3,2,2,2,2,3,4,2,2,3,2,2,1,1,1,1,2,1,2,1,3,3,1,3,1,4,4,2,2,2,3,2,2,2,2,12,0,8,0,10,0,3,2,4,3,0,0,4,1,1,1,1,2,2,2,1,1,2,6,6,2,2,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219108,2191,1,7,1,7,1,1,8,5,8,13,5,5,54.06,51.03,56.58,1,1,3,1,3,1,1,1,2,2,2,3,3,3,4,2,NA,4,2,NA,2,2,3,1,1,2,1,1,1,1,1,3,1,2,1,1,1,1,3,3,4,1,3,4,2,2,2,1,2,2,1,1,1,5,3,2,2,3,0,8,3,4,2,3,4,4,5,3,4,5,3,6,6,3,3,2,1,1,1,3,1,3,2,2,2,2,3,1,2,2,3,4,2,2,2,3,3,3,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,3,1,3,2,1,2,1,1,1
219123,2191,2,7,1,7,NA,6,2,2,1,12,2,5,32.93,28.09,39.94,1,1,3,1,3,2,1,4,4,4,3,1,4,4,4,3,4,2,2,4,2,1,2,1,1,2,1,1,1,1,2,4,1,2,2,1,1,1,4,4,4,2,2,4,2,4,1,1,0,17,0,6,0,2,4,2,1,1,0,0,4,1,1,4,4,1,5,4,1,5,2,6,6,1,2,4,1,1,1,2,1,2,3,1,3,4,4,4,4,4,2,3,2,2,2,2,2,3,4,2,4,2,4,2,4,4,1,2,2,2,2,2,2,2,3,3,2,3,1,2,3,3,1,1,3,3,2,2
220219,2202,1,7,1,7,1,1,5,5,5,8,5,6,58.34,55.59,60.03,1,1,3,6,1,1,1,2,2,2,1,3,3,4,3,4,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,3,1,1,2,1,1,1,2,3,5,2,3,NA,NA,4,2,1,1,1,2,4,3,2,3,4,1,5,4,5,5,2,0,4,4,4,4,4,4,4,3,3,3,3,2,2,2,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,2,3,2,3,2,3,2,3,3,2,2,1
221112,2211,2,7,1,7,1,5,8,7,8,9,5,5,61.73,56.27,65.7,1,1,3,4,2,2,2,3,2,2,2,4,4,4,3,3,3,4,2,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,4,1,3,4,3,2,2,NA,2,5,1,1,1,2,4,1,1,1,0,1,4,2,1,4,4,1,3,4,2,4,3,1,1,3,2,2,1,2,3,3,3,3,3,2,2,2,4,2,2,4,3,2,3,2,2,2,3,2,3,2,3,4,3,2,4,4,4,3,3,3,4,4,3,4,3,3,2,3,2,3,2,3,2,1,3,2,2,1
221203,2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,6,49.63,52.77,46.54,1,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221204,2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6,45.29,43.33,47.85,1,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222102,2221,2,7,1,7,1,1,7,6,7,12,6,5,78.38,74.4,78.76,1,2,3,4,2,2,1,2,2,2,3,3,2,3,2,2,2,3,2,3,3,2,2,2,2,1,1,1,1,2,3,3,2,4,1,1,1,1,2,2,2,1,2,3,1,3,1,2,3,2,1,1,1,1,4,2,2,2,1,2,3,3,2,4,4,1,4,5,2,5,2,2,3,3,2,1,3,2,4,3,3,3,3,3,1,1,2,1,1,2,3,2,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,2,2,2,2,1,2,3,2,2,2,3,3,3,2
222214,2222,2,7,1,7,1,1,6,6,6,11,6,7,53.11,52.69,53.13,1,2,3,5,3,4,3,2,3,3,3,2,2,2,2,2,3,3,2,4,4,2,2,2,2,3,2,1,3,2,2,1,2,4,2,1,2,1,3,3,3,2,2,3,2,3,1,1,5,1,3,0,1,0,3,2,1,2,0,15,3,4,1,2,4,1,5,1,5,5,2,0,4,3,2,3,2,3,4,2,2,2,3,3,3,2,4,2,2,3,4,1,1,1,2,2,2,3,3,2,3,3,3,1,3,3,2,2,2,1,3,3,2,2,2,1,1,2,2,3,2,3,1,2,3,2,3,1
223117,2231,2,7,1,7,1,2,2,2,2,9,7,5,53.04,49.99,55.71,1,2,3,4,2,4,1,3,2,3,4,4,4,4,4,4,4,4,1,2,3,2,3,1,1,1,2,1,1,1,1,3,1,3,2,1,1,1,2,3,4,1,1,1,2,1,1,3,1,2,NA,NA,1,2,4,1,1,1,5,0,3,1,1,3,3,1,5,4,4,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224111,2241,2,7,1,7,1,1,3,3,3,10,7,5,53.09,50.69,55.1,1,2,3,3,2,2,2,3,2,3,2,3,3,3,3,2,3,3,2,3,4,3,2,2,2,3,1,1,1,2,2,3,3,4,2,1,1,1,3,3,3,3,2,2,3,3,2,2,1,0,0,0,5,0,3,3,1,3,6,NA,3,3,1,4,4,3,4,2,3,5,2,2,4,3,2,3,3,2,3,3,3,3,3,2,4,2,4,2,3,4,4,1,1,1,4,2,2,4,4,2,4,2,4,1,4,2,2,2,2,1,3,3,1,2,2,2,2,2,1,3,1,2,1,2,2,3,3,1
224205,2242,1,7,1,7,1,1,2,2,2,1,5,5,59.54,57.35,60.52,1,2,3,4,2,3,2,2,2,2,2,3,3,3,2,2,3,3,2,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,3,4,3,4,2,1,5,0,2,0,2,1,4,1,1,2,0,0,2,1,1,1,3,1,5,3,1,5,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225102,2251,1,7,1,7,1,1,2,2,2,7,6,6,61.82,58.79,63.35,1,2,3,5,2,2,3,2,2,2,3,3,3,4,3,3,4,4,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,4,1,2,1,3,2,2,3,1,2,NA,NA,NA,NA,4,1,1,2,7,1,2,1,1,1,3,3,4,2,2,4,2,3,4,4,2,3,2,2,3,1,2,2,3,2,3,4,3,3,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225206,2252,1,7,1,7,1,1,4,4,4,9,NA,7,62.31,56.87,66.19,1,2,3,7,2,1,2,1,2,2,3,4,2,2,2,3,3,3,3,2,2,3,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,3,4,1,1,3,2,1,1,2,2,2,NA,NA,1,3,4,2,1,2,0,0,2,1,1,4,3,1,4,3,2,4,5,2,6,4,4,3,4,3,4,1,3,2,3,3,3,3,3,3,2,3,1,4,4,2,2,3,4,2,3,3,4,4,4,3,2,4,3,4,4,4,4,4,4,4,2,2,2,3,2,3,2,2,1,2,3,3,3,1
226119,2261,2,3,1,3,1,5,6,2,6,4,NA,7,41.09,39.68,43.64,1,2,3,7,2,1,2,2,2,2,2,4,4,4,4,4,3,3,1,2,2,3,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,3,2,1,1,1,3,NA,1,NA,2,NA,1,4,1,1,2,NA,NA,3,1,1,4,2,2,4,2,4,4,2,NA,NA,4,3,4,4,3,2,2,3,2,3,1,3,2,3,2,3,3,2,3,2,3,3,4,3,3,4,4,2,4,3,3,3,4,2,3,2,2,4,4,3,2,3,2,2,3,2,3,1,3,2,2,1,1,2,1
226201,2262,1,7,1,7,1,1,3,3,3,10,5,5,46.99,50.48,43.88,1,2,3,4,2,1,2,2,2,2,3,3,3,3,3,4,3,3,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,1,2,2,2,2,2,2,3,4,1,1,1,2,4,1,1,2,12,0,2,NA,1,1,4,4,4,4,4,4,2,5,4,2,2,2,3,2,4,2,1,1,2,1,4,4,4,4,4,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,3,2,3,2,3,2,1,2,2,3,1
226203,2262,2,3,1,3,1,7,1,1,1,7,5,5,43.79,41.04,47.33,1,2,3,4,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,2,2,2,2,1,4,4,1,2,5,25,2,16,1,2,4,2,2,4,3,5,2,NA,1,2,1,1,4,2,5,4,2,6,6,4,3,2,2,2,3,1,2,3,3,2,3,1,4,1,1,4,2,3,2,2,2,3,2,2,3,3,2,2,1,1,2,2,3,3,3,2,4,3,2,4,3,3,1,2,3,2,2,3,2,2,NA,1,1,1
226205,2262,1,7,1,7,1,1,6,6,6,10,6,6,60.88,59.74,60.64,1,2,3,4,2,2,1,2,1,1,2,4,4,4,2,3,NA,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,3,3,1,2,2,2,2,1,3,2,5,0,0,2,5,4,2,2,2,13,1,3,1,1,4,3,3,4,2,2,4,2,3,3,4,1,3,NA,3,3,3,3,3,3,2,3,3,3,3,2,2,2,3,4,4,2,3,3,2,3,3,2,2,3,4,2,4,4,3,2,3,3,3,4,4,3,3,3,3,3,3,1,3,2,2,2,1,3,1
226225,2262,1,7,1,NA,NA,5,4,2,4,7,3,3,48.01,51.53,44.75,1,2,3,4,2,NA,2,1,2,2,3,2,4,2,3,1,1,2,3,2,2,2,2,2,3,3,2,2,1,2,2,1,2,3,2,3,1,1,3,3,3,2,NA,NA,3,2,1,2,2,4,1,2,1,0,3,4,4,4,0,0,4,3,1,4,4,3,4,2,5,5,2,3,5,2,2,1,3,1,3,2,2,2,2,2,1,3,3,4,1,2,2,3,4,2,2,3,3,2,1,3,2,4,2,3,1,1,2,3,2,2,3,NA,4,3,3,3,2,2,2,2,2,2,2,2,2,NA,2,NA
227103,2271,2,7,1,7,1,1,4,4,4,12,7,7,68.14,69.51,64.46,1,2,3,3,2,1,2,2,2,2,3,3,4,4,3,3,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,2,3,3,1,2,3,3,3,1,2,2,1,1,0,1,0,4,1,3,2,0,0,3,1,1,4,4,1,2,3,1,3,NA,4,4,4,1,1,1,1,4,2,1,2,3,1,2,1,3,2,1,2,2,3,4,4,3,1,4,4,4,1,4,2,4,4,4,4,2,4,3,4,4,4,4,4,2,2,1,2,1,3,1,2,1,1,3,3,2,1
