STU_ID,SCH_ID,BYSEX,BYRACE,BYSTLANG,BYPARACE,BYPARLNG,BYFCOMP,BYPARED,BYMOTHED,BYFATHED,BYINCOME,BYSTEXP,BYPARASP,BYTXCSTD,BYTXMSTD,BYTXRSTD,BYSCTRL,BYURBAN,BYREGION,BY10FLP,BYS20A,BYS20B,BYS20C,BYS20D,BYS20E,BYS20F,BYS20G,BYS20H,BYS20I,BYS20J,BYS20K,BYS20L,BYS20M,BYS20N,BYS21A,BYS21B,BYS21C,BYS21D,BYS21E,BYS22A,BYS22B,BYS22C,BYS22D,BYS22E,BYS22F,BYS22G,BYS22H,BYS24A,BYS24B,BYS24C,BYS24D,BYS24E,BYS24F,BYS24G,BYS27A,BYS27B,BYS27C,BYS27D,BYS27E,BYS27F,BYS27G,BYS27H,BYS27I,BYS28,BYS34A,BYS34B,BYS35A,BYS35B,BYS36A,BYS36B,BYS37,BYS38A,BYS38B,BYS38C,BYS42,BYS43,BYS44A,BYS44B,BYS44C,BYS44D,BYS44E,BYS44H,BYS45A,BYS45B,BYS45C,BYS47A,BYS47B,BYS48A,BYS48B,BYS85A,BYS85B,BYS85C,BYS85D,BYS85F,BYS85G,BYS86A,BYS86B,BYS86C,BYS86D,BYS86I,BYS87A,BYS87B,BYS87C,BYS87D,BYS87E,BYS87F,BYS88A,BYS88B,BYS89A,BYS89B,BYS89C,BYS89D,BYS89E,BYS89F,BYS89G,BYS89H,BYS89I,BYS89J,BYS89K,BYS89L,BYS89M,BYS89N,BYS89O,BYS89P,BYS89Q,BYS89R,BYS89S,BYS89T,BYS89U,BYS89V,BYS90A,BYS90B,BYS90C,BYS90D,BYS90E,BYS90F,BYS90G,BYS90H,BYS90J,BYS90K,BYS90L,BYS90M,BYS90Q,BYS91
376218,3762,1,1,1,7,1,1,1,1,1,10,NA,2,32.18,30.03,36.61,1,2,3,4,2,2,NA,1,1,2,3,3,3,4,2,2,3,2,2,3,2,2,2,2,2,2,1,1,1,2,3,2,1,2,2,1,1,1,2,2,3,1,1,2,1,1,1,2,8,2,1,1,21,21,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
377111,3771,2,7,1,7,1,1,5,3,5,10,6,7,59.16,56.38,60.77,1,2,3,NA,2,3,1,2,2,2,2,2,3,4,3,2,NA,2,2,4,2,2,3,3,2,1,1,2,1,1,2,2,2,5,2,1,1,1,2,2,3,1,2,2,2,4,2,3,1,2,1,0,1,1,4,2,1,4,1,9,3,3,1,3,3,1,5,3,4,5,3,1,5,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377213,3772,2,3,1,NA,NA,1,8,8,4,11,4,3,39.36,37.06,43.02,1,2,3,5,2,2,1,1,1,2,3,3,4,3,2,3,3,4,3,2,3,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,3,2,2,2,2,2,2,2,21,16,18,9,21,15,4,1,1,2,4,5,3,3,2,2,4,3,2,3,1,1,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377303,3773,2,7,1,7,1,9,3,3,2,11,6,6,51.68,52.13,51.03,1,2,3,5,3,2,2,2,1,2,1,3,3,4,2,2,3,2,2,3,3,2,2,3,3,3,1,1,1,1,1,2,3,5,2,1,1,1,3,3,3,1,3,3,1,3,2,2,1,4,1,2,0,1,4,1,1,2,6,1,4,4,1,4,4,1,5,2,2,5,3,5,2,4,3,4,1,1,3,2,2,2,3,3,3,2,2,1,3,2,2,3,3,2,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380212,3802,2,7,1,7,1,1,3,3,2,11,3,5,51.38,54.02,48.57,1,3,3,3,2,2,3,2,3,2,3,2,3,3,3,2,3,3,2,2,3,3,3,2,2,1,1,1,1,1,1,3,1,3,1,1,1,1,3,3,3,2,2,3,3,3,2,2,20,0,5,2,5,2,2,1,1,1,4,0,4,2,1,4,4,1,5,2,1,5,3,6,6,2,1,1,2,1,2,1,1,1,2,1,3,3,3,3,3,3,3,2,1,1,1,2,1,2,2,2,3,2,1,2,2,3,2,2,2,1,2,3,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,1
380213,3802,2,7,1,7,1,4,2,2,2,9,6,5,51.51,48.59,54.24,1,3,3,3,2,3,3,2,2,2,3,4,3,3,2,NA,2,4,1,2,2,3,2,1,1,1,1,1,1,1,1,3,2,3,2,1,1,1,3,2,2,NA,2,2,3,2,2,3,10,4,5,2,5,7,4,1,1,1,11,0,3,2,2,1,4,3,4,3,4,4,5,1,6,4,3,3,4,4,NA,2,3,3,3,3,3,3,4,3,3,4,3,2,1,1,NA,3,2,2,3,2,3,3,3,1,4,3,2,1,2,1,3,3,1,2,2,1,2,1,NA,3,3,1,1,1,1,1,2,1
381202,3812,2,5,1,5,1,4,1,1,1,4,2,2,34.52,30.59,40.43,1,3,3,3,3,2,2,2,2,1,3,3,2,3,2,2,3,3,3,3,3,2,2,1,1,2,1,1,1,1,1,2,1,5,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,3,3,0,0,1,1,1,4,1,1,2,2,2,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381214,3812,2,7,1,7,1,5,7,3,7,5,5,3,48.14,55.36,41.17,1,3,3,3,2,1,1,2,2,2,3,3,2,3,3,2,3,3,1,2,3,2,2,2,1,1,1,1,1,1,1,2,1,4,2,1,1,1,3,3,1,2,1,3,2,3,2,2,1,1,1,0,0,1,2,2,1,2,0,0,4,2,1,4,4,2,4,2,2,4,4,3,4,1,2,1,1,1,3,2,1,2,2,2,2,4,2,4,4,2,2,3,2,2,2,1,3,2,2,1,2,2,2,3,2,3,2,2,2,3,2,3,3,2,3,2,1,2,2,3,1,3,1,2,3,2,2,1
381319,3813,1,7,1,7,1,1,3,2,3,8,6,6,63.76,66.74,59.04,1,3,3,5,2,2,2,3,2,2,2,3,3,4,3,4,4,4,2,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,3,2,2,4,2,2,1,2,1,1,1,0,0,0,3,2,2,2,15,0,1,1,1,1,3,1,5,5,2,5,5,1,4,2,1,4,4,2,1,3,3,2,3,1,2,3,2,4,4,2,2,3,4,4,2,2,3,2,2,2,2,2,2,4,2,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
381321,3813,2,5,1,5,1,1,2,2,2,9,7,5,46.22,46.58,46.35,1,3,3,5,3,1,2,4,3,2,2,3,3,2,1,2,3,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,2,2,2,2,2,2,5,10,1,1,1,1,3,2,1,2,10,2,3,3,1,3,1,4,5,5,4,5,5,1,3,2,3,4,4,3,3,1,2,1,2,2,2,3,2,2,3,3,2,2,4,3,3,3,4,4,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
382116,3821,2,4,1,7,1,1,6,6,6,12,4,5,37.38,35.2,41.17,2,1,1,1,3,2,1,2,2,2,1,3,3,3,1,2,3,2,2,3,3,2,2,2,1,2,2,2,1,1,3,2,1,5,5,1,1,1,2,3,3,1,2,3,1,1,1,2,1,10,1,3,2,6,4,2,2,2,2,15,3,3,1,1,4,1,5,3,1,5,3,3,4,3,2,4,4,4,4,2,1,2,2,3,3,2,3,1,1,1,1,4,2,3,2,3,4,2,4,4,4,4,2,4,2,4,4,4,4,2,3,4,3,4,3,NA,2,3,2,3,1,3,1,2,3,1,1,1
382203,3822,1,7,1,7,1,1,6,6,5,11,2,5,43.89,51.08,37.48,2,1,1,1,2,1,4,1,2,2,1,4,4,4,3,1,1,2,3,4,4,1,2,1,3,1,1,1,1,1,1,5,1,2,5,1,1,1,4,4,4,4,3,3,4,4,2,2,5,2,3,1,2,1,2,1,4,1,6,0,4,3,1,3,4,4,5,3,5,5,3,2,4,4,2,1,1,1,1,2,3,2,3,1,2,4,4,4,4,4,4,1,2,1,2,1,3,4,4,1,2,3,3,1,4,3,2,1,3,2,2,3,1,4,2,1,3,3,3,3,2,1,1,3,3,3,3,2
382216,3822,1,7,1,7,1,1,2,2,2,10,6,3,57.41,48.32,65.57,2,1,1,1,2,1,2,2,2,2,2,4,4,NA,1,3,4,4,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,3,1,1,2,1,1,1,2,6,13,2,9,1,2,4,1,1,1,17,3,4,2,3,4,3,2,5,4,4,5,3,5,6,4,3,3,2,3,4,3,3,3,3,3,1,3,3,2,2,1,2,1,4,4,4,3,4,4,3,3,4,4,4,3,4,3,3,3,2,4,4,4,3,4,3,3,2,3,2,3,2,3,2,2,3,3,3,1
382217,3822,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,54.83,52.77,56.28,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383112,3831,2,7,1,7,1,3,2,2,2,12,5,5,45.83,45.48,46.72,2,1,1,1,3,3,1,2,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,1,2,1,1,1,1,1,1,2,2,3,2,1,1,1,3,2,3,1,2,3,1,2,4,2,0,18,0,10,0,10,3,3,2,2,0,1,4,4,1,3,4,3,5,4,3,5,3,2,5,2,1,2,4,1,3,2,1,3,3,3,1,2,4,2,3,4,4,2,1,1,3,1,2,3,2,3,3,3,3,1,2,3,3,3,1,1,3,3,1,3,1,1,3,2,3,2,2,2,1,2,2,3,2,2
383217,3832,1,5,0,NA,NA,7,5,5,4,11,NA,7,51.44,52.04,50.66,2,1,1,1,4,1,2,1,4,1,3,1,2,1,3,4,3,4,1,4,3,1,1,3,3,2,2,2,1,3,1,5,4,5,5,5,3,1,3,4,2,2,3,4,2,4,1,2,0,1,0,2,0,0,1,4,2,3,0,21,1,1,1,1,3,2,4,4,3,4,4,6,6,1,1,1,4,4,4,1,1,1,2,2,1,1,1,1,1,1,4,3,4,4,4,2,4,4,4,2,4,1,4,4,4,4,3,1,4,4,1,4,1,1,2,2,3,2,3,3,1,2,NA,NA,NA,NA,NA,NA
383220,3832,2,5,0,NA,NA,5,2,2,1,3,5,5,36.8,38.92,36.37,2,1,1,1,1,2,1,3,2,2,2,4,4,4,4,4,4,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,3,2,3,1,2,1,1,4,1,1,1,2,3,1,1,1,1,3,4,4,3,2,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384114,3841,2,1,1,7,1,1,4,4,4,11,6,7,53.5,56.75,49.8,2,1,1,1,1,3,2,2,1,2,3,3,2,4,2,2,4,4,3,3,2,1,3,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,4,3,2,1,3,2,2,2,1,2,2,3,3,3,2,3,2,1,2,0,0,3,2,3,3,4,1,5,2,3,5,2,1,2,1,1,1,1,1,3,1,2,1,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,NA,NA,NA,1,NA,2,NA,2,NA,2,NA,NA,NA,NA,3,3,1,3,2,3,2,3,1,2,2,2,2,NA
385106,3851,1,7,1,7,1,1,6,4,6,12,5,6,60.18,62.24,56.82,2,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,2,2,2,2,2,3,2,2,5,6,1,3,1,2,3,1,2,2,0,0,3,1,1,1,3,3,5,4,2,5,3,2,6,3,3,2,4,4,4,2,2,2,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA
385108,3851,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,7,61.32,61.85,59.36,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385205,3852,2,7,1,7,1,1,8,4,8,13,NA,7,67.9,66.85,66.68,2,1,1,1,2,3,2,2,2,2,2,3,3,4,3,2,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,14,1,3,1,5,3,1,1,2,3,4,2,2,1,1,4,4,5,4,2,5,2,2,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385223,3852,1,7,1,7,1,1,3,2,3,11,NA,6,65.01,62.42,65.7,2,1,1,1,2,2,1,3,2,3,2,4,3,4,3,3,4,4,1,2,2,2,3,2,1,1,1,1,1,1,1,2,1,3,2,1,1,1,2,2,3,1,2,2,2,3,2,2,1,1,1,1,1,1,4,1,1,1,17,1,3,2,1,1,3,1,5,4,3,5,2,2,6,4,2,2,3,2,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386112,3861,2,7,1,7,1,1,5,5,5,9,5,5,55.99,57.48,53.74,2,1,1,1,2,2,1,2,2,2,2,3,4,4,3,3,3,3,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,3,2,3,2,2,3,2,2,1,2,2,10,1,5,1,3,3,1,2,1,0,2,3,2,2,3,4,2,4,4,4,5,3,4,6,2,3,4,3,3,4,2,2,2,3,2,2,3,3,3,2,3,1,3,2,1,2,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,1,2,3,3,2,1
388107,3881,2,7,1,7,1,1,7,6,7,13,6,7,52.91,55.9,49.55,2,2,1,1,2,2,2,3,2,2,2,3,3,3,3,3,3,4,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,2,2,3,2,2,2,5,15,2,5,2,7,4,1,1,1,12,3,2,1,1,3,3,2,5,5,4,5,4,2,5,4,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,3,3,3,3,4,4,4,3,2,3,3,4,3,4,4,4,4,4,3,3,3,3,2,3,2,3,2,2,3,3,2,1
388201,3882,2,7,1,7,1,1,6,6,5,8,5,5,52.32,55.78,48.57,2,2,1,NA,2,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,NA,2,3,2,3,2,2,1,1,1,1,0,1,2,1,2,2,4,3,4,2,1,2,4,1,5,4,3,5,2,4,6,4,3,3,2,2,4,1,2,2,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,2,1,1,1,3,1,2,2,2,2,3,3,2,2,2,3,3,2,2,2,3,1,3,2,2,2,2,3,1
389202,3892,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,6,57.14,57.49,55.89,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390220,3902,1,7,1,7,1,1,8,4,8,9,5,6,61.4,61.82,59.53,2,2,1,1,2,2,1,2,2,2,2,4,3,3,2,3,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,NA,1,2,2,1,2,1,1,12,8,5,1,3,3,4,1,1,2,5,1,3,3,1,2,1,4,5,4,4,5,4,6,4,3,2,4,4,3,3,2,3,2,3,2,3,3,3,3,2,3,1,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,3,2,2,3,2,3,1,3,1,1,1,1,3,1
391123,3911,1,7,1,7,1,1,6,6,4,12,6,6,59.67,58.83,59.29,2,2,1,1,2,1,2,3,2,2,2,3,3,3,3,2,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,4,2,1,1,1,2,3,1,2,2,2,2,2,1,2,1,2,0,1,1,2,3,2,2,3,4,0,3,2,2,4,4,4,5,4,4,5,4,3,2,4,3,4,4,3,4,3,2,2,3,2,2,3,3,3,3,3,2,3,3,3,2,4,3,2,3,4,2,2,3,3,2,3,3,4,2,3,2,2,3,2,2,2,3,3,3,3,2,3,2,3,2,2,3,1
391216,3912,1,4,1,5,2,5,8,8,6,10,5,5,41.06,39.01,44.25,2,2,1,3,2,3,2,2,2,2,2,2,3,3,3,2,4,2,2,3,2,2,2,1,3,1,1,1,1,1,1,2,1,3,3,1,1,1,2,2,3,2,2,2,2,2,1,2,1,0,1,0,1,0,3,4,4,3,1,0,4,3,1,3,4,4,1,3,2,3,3,6,4,3,3,1,1,2,2,1,2,1,2,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1
392111,3921,1,5,1,7,1,1,7,7,6,12,5,6,50.26,48.11,52.39,2,2,1,1,2,2,2,1,1,3,2,3,3,4,3,2,4,3,3,2,4,2,2,1,3,1,1,1,1,1,1,2,1,2,3,3,2,1,3,2,2,1,3,1,2,2,1,2,4,7,0,3,3,2,3,2,1,4,4,1,4,1,3,4,1,4,5,4,5,5,5,5,6,2,3,1,1,1,2,3,2,2,2,2,3,2,3,3,3,2,3,1,2,2,2,4,4,2,3,3,4,4,3,2,2,3,4,4,1,NA,2,3,2,3,2,2,2,2,NA,NA,NA,NA,1,2,1,2,3,1
392207,3922,2,7,1,7,1,1,6,5,6,11,6,6,53.38,55.06,51.28,2,2,1,1,2,2,1,1,2,2,3,3,4,4,1,3,4,4,2,3,3,2,3,2,1,1,1,1,1,1,2,3,2,2,NA,1,1,1,2,2,3,1,4,3,1,1,1,3,3,15,3,5,0,1,4,4,4,3,9,1,3,4,3,4,4,1,5,4,5,5,4,1,5,2,2,4,4,2,2,2,3,3,3,3,2,3,3,3,1,3,2,2,2,2,2,3,3,2,2,3,3,2,3,2,2,3,3,4,2,3,3,3,2,3,2,2,3,3,3,3,2,3,2,2,3,3,3,1
392208,3922,1,5,1,7,1,1,6,5,6,10,5,5,48.15,47.23,49.31,2,2,1,1,2,3,2,1,3,2,2,3,2,3,1,3,4,4,2,2,4,2,3,2,1,1,2,1,1,1,1,2,1,2,3,1,1,1,2,2,3,1,2,1,1,1,1,2,1,2,0,1,0,1,3,1,1,2,3,5,4,3,2,1,4,3,5,4,4,5,3,1,3,3,4,4,4,2,4,3,3,2,3,3,2,2,3,1,2,3,1,4,2,3,3,4,4,3,2,4,3,3,3,3,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392324,3923,2,7,1,7,1,1,7,6,7,12,7,6,66.96,60.9,70.87,2,2,1,1,2,2,2,4,1,2,2,3,4,4,4,4,4,4,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,1,2,1,1,2,1,3,0,9,1,4,0,1,4,1,2,2,9,5,3,2,1,2,4,4,5,5,3,5,4,3,5,3,2,3,3,2,2,3,2,2,3,1,3,2,3,2,1,3,2,3,3,2,4,4,3,4,3,4,4,3,4,2,3,4,3,4,3,3,3,4,3,3,3,2,3,3,2,3,1,3,2,1,3,3,3,1
393205,3932,1,7,1,7,1,1,5,5,4,11,6,5,59.41,59.82,57.81,2,1,2,1,2,2,1,3,2,2,3,4,4,4,4,3,3,4,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,3,4,1,2,1,1,2,1,1,4,10,1,3,0,2,2,2,2,2,2,1,3,4,2,4,4,3,5,5,4,5,5,5,1,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393208,3932,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6,56.83,59.43,53.36,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394108,3941,1,7,1,7,1,1,7,7,6,10,6,6,72.34,75.16,66.68,2,1,2,1,2,1,2,2,1,1,2,3,3,4,2,2,4,4,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,1,2,2,1,2,1,3,6,9,0,4,0,4,4,1,1,1,6,7,3,3,2,3,3,1,5,5,4,5,4,3,2,4,3,3,4,4,3,3,3,2,3,3,4,2,1,2,4,1,2,3,4,4,3,3,4,3,4,3,4,4,3,4,3,4,4,2,3,4,4,3,4,4,3,3,2,3,1,3,1,3,2,1,2,1,1,1
394110,3941,1,7,1,7,1,1,7,7,5,10,NA,5,72.71,74.5,68.04,2,1,2,1,2,2,2,3,1,2,2,3,3,4,3,NA,4,3,3,2,3,NA,NA,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,NA,1,2,2,2,NA,2,2,4,18,0,6,1,6,3,1,2,2,12,2,3,2,1,1,3,1,4,4,3,4,3,1,2,3,2,3,1,3,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
394116,3941,1,7,1,NA,1,5,7,7,7,13,7,7,71.56,69.14,71.24,2,1,2,1,2,1,2,3,2,2,3,3,3,4,3,2,4,4,2,4,4,3,3,2,1,1,1,1,1,3,2,1,1,2,1,1,1,1,2,4,1,2,1,1,2,2,1,2,4,8,2,2,1,2,3,4,4,3,4,4,3,1,1,4,4,4,5,5,4,5,5,1,3,2,3,3,4,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,4,3,1,4,2,3,1,2,1,2,4,2,4,4,1,4,4,4,4,4,1,2,2,2,2,3,3,3,2,1,1,3,3,1,1
394207,3942,2,7,1,7,1,1,8,7,8,11,7,6,66.79,67.1,64.34,2,1,2,1,2,3,1,2,2,1,1,3,3,4,2,2,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,2,1,3,3,1,1,1,2,3,12,2,5,3,10,4,2,1,2,10,7,2,4,2,3,4,1,3,5,4,4,3,0,1,2,3,4,2,4,4,3,3,3,3,2,2,1,3,1,1,3,2,3,4,3,4,4,4,4,4,4,4,2,4,3,4,4,3,1,4,4,4,4,4,2,3,1,1,2,1,3,1,3,1,2,3,1,2,1
395104,3951,1,7,1,7,1,1,7,7,7,12,7,7,56.33,56.52,55.34,2,1,2,1,2,3,2,3,3,2,3,3,3,3,4,3,4,3,2,4,3,2,2,3,1,1,1,1,1,3,2,3,1,2,2,1,1,1,3,3,2,2,3,3,NA,3,2,1,7,14,2,7,4,7,1,1,2,3,5,2,1,2,1,1,1,1,4,4,3,5,3,1,3,3,3,2,3,3,2,3,3,3,3,3,1,2,3,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,3,1,2,1,2,2,2,3,1
