AB39M,AB39T,AB39U,AB39W,AB39X,GA33A,GA33H,GA33I,GA33K,GA33L,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE,KA9B,KA9C,KA9D,KA9G,KA9K,CPROB11,CPROB12,CPROB13,CPROB14,CMOD1,CASENUM
1,1,1,1,1,1,1,1,0,1,0,46.17,50.46,55.27,65.01,61.65,1,0,0,0,0,0,0.957,0.043,0,0,1,4138
1,1,1,1,1,1,0,1,0,0,9999,39.38,51.02,41.5,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4141
0,0,0,0,0,0,1,1,0,0,0,50.25,9999,72.54,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4147
0,0,0,0,0,0,0,1,0,0,0,52.72,73.76,95.26,97.39,9999,0,0,0,1,1,1,0,0,0.117,0.883,4,4148
1,1,1,1,1,9999,9999,9999,9999,9999,0,46.99,58.46,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4150
1,1,0,1,0,0,0,0,0,0,9999,48.13,54.56,9999,9999,9999,0,9999,9999,9999,9999,9999,0.15,0,0.85,0,3,4154
0,9999,0,0,0,0,0,0,0,0,0,45.82,52.61,64.35,66.43,69.19,1,0,0,0,1,0,0,0,0.17,0.829,4,4157
1,1,1,1,1,1,0,1,0,0,0,50.21,9999,73.02,74.51,71.72,0,1,0,1,1,0,0.957,0.043,0,0,1,4159
9999,0,0,0,0,1,0,0,0,0,9999,44.14,9999,9999,9999,9999,0,9999,9999,1,9999,9999,0,0,0.186,0.814,4,4160
1,1,0,1,1,0,0,0,0,0,0,50.76,55.61,54.78,9999,9999,1,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,4162
1,1,1,1,1,1,1,1,0,0,0,69.51,67.1,78.66,9999,82.25,1,1,1,1,1,1,0.957,0.043,0,0,1,4163
0,0,0,0,0,0,0,0,0,0,9999,37.08,34.34,67.36,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4164
1,0,0,0,0,1,9999,0,0,0,0,59.18,9999,75.38,80.51,9999,1,1,0,1,1,0,0,0,0.307,0.693,4,4165
0,0,0,0,0,9999,9999,9999,9999,9999,9999,46.72,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4166
1,1,1,0,1,9999,9999,9999,9999,9999,0,59.14,9999,9999,9999,9999,0,1,0,1,0,0,0.687,0.313,0,0,1,4167
1,0,0,0,0,1,0,0,0,0,0,47.3,47.04,36.89,58.45,57.4,0,1,1,1,0,0,0,0,0.307,0.693,4,4168
1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,33.37,32.3,9999,9999,9999,0,9999,9999,9999,9999,9999,0.391,0.224,0.248,0.136,1,4170
1,1,1,1,1,9999,9999,9999,9999,9999,9999,50.5,49.05,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4171
0,0,0,0,0,0,0,0,0,0,0,62.03,71.5,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4173
1,1,9999,1,1,9999,9999,9999,9999,9999,0,64.98,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.916,0.084,0,0,1,4175
1,0,0,0,0,9999,9999,9999,9999,9999,0,40.34,40.8,53.73,53.23,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4179
1,0,1,0,1,9999,9999,9999,9999,9999,0,53.33,9999,9999,9999,9999,0,1,0,1,1,1,0.048,0.951,0,0.001,2,4180
1,1,1,1,1,1,1,1,1,1,0,61.93,67.37,77.1,85.31,87.29,0,1,0,1,1,1,0.957,0.043,0,0,1,4181
1,0,0,1,1,1,1,1,0,0,0,59.76,61.56,67.87,63.6,9999,1,1,1,1,1,1,0.031,0.964,0,0.006,2,4182
1,1,1,1,1,9999,9999,9999,9999,9999,9999,47.2,43.61,9999,9999,9999,0,1,0,1,1,1,0.957,0.043,0,0,1,4183
1,1,1,0,1,0,1,1,0,1,0,52.14,45.51,53.37,50.33,9999,1,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,4186
1,1,1,1,1,1,1,1,1,1,0,82.54,85.36,91.31,86.03,92.48,1,1,0,1,0,1,0.957,0.043,0,0,1,4187
1,1,1,1,1,1,1,1,1,1,0,71.49,81.45,92.66,94.02,95.29,0,0,1,1,1,1,0.957,0.043,0,0,1,4188
0,0,0,0,0,0,0,0,0,0,9999,63.27,70.15,79.87,84.86,90.61,0,1,0,1,1,1,0,0,0.117,0.883,4,4193
1,1,1,1,1,9999,9999,9999,9999,9999,9999,50.44,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4195
0,1,1,0,0,0,0,0,0,0,0,41.49,44.37,9999,9999,66.08,0,1,1,1,1,1,0.013,0,0.987,0,3,4196
0,0,0,0,0,0,1,1,1,1,9999,40.81,47.86,52.29,54.11,48.56,0,0,0,0,0,0,0,0,0.117,0.883,4,4198
1,1,1,1,1,9999,9999,9999,9999,9999,0,38.27,38.17,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4201
1,0,0,0,0,1,1,1,0,0,9999,53.04,57.77,69.88,9999,9999,1,1,0,0,1,0,0,0,0.307,0.693,4,4202
1,1,1,1,1,1,1,1,1,1,0,56.79,54.31,69.27,76,74.36,1,1,0,1,1,1,0.957,0.043,0,0,1,4204
1,1,1,0,1,1,1,1,1,1,0,66.35,72.99,80.67,9999,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,4205
1,1,1,0,0,9999,9999,9999,9999,9999,9999,32.36,36.99,9999,9999,9999,1,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,4208
1,1,0,1,1,9999,9999,9999,9999,9999,0,58.81,57.87,9999,9999,9999,1,0,0,0,1,0,0.58,0.42,0,0,1,4209
1,1,1,0,1,0,0,0,0,0,0,63.36,72.29,82.11,89.33,92.09,0,1,0,1,1,1,0.687,0.313,0,0,1,4211
1,1,1,1,1,1,1,1,1,0,0,9999,52.06,62.05,61.98,64.44,0,1,0,1,1,0,0.957,0.043,0,0,1,4212
0,0,0,0,1,9999,9999,9999,9999,9999,0,57.89,60.19,9999,76.95,9999,1,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,4215
1,0,0,1,0,0,0,0,1,0,9999,40.47,34.62,48.47,45.05,45.26,1,0,0,0,0,0,0.004,0,0.643,0.353,3,4216
1,1,0,0,0,0,1,0,1,0,9999,60.76,62.28,78.86,87.02,83.69,1,1,0,1,1,0,0.006,0,0.994,0,3,4217
0,0,0,0,1,1,1,0,0,0,0,62.78,65.53,87.84,83.03,81.09,1,0,1,0,0,0,0.001,0.763,0,0.236,2,4218
1,0,1,0,1,1,1,1,1,1,9999,52.85,55.55,66.01,9999,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,4220
1,0,0,0,0,1,1,0,0,0,0,58.21,63.31,72.03,75.82,78.39,1,1,1,1,1,1,0,0,0.307,0.693,4,4221
0,0,0,0,0,1,0,0,0,0,0,52.03,56.73,68.25,71.02,9999,1,0,0,0,0,0,0,0,0.117,0.883,4,4225
1,0,0,0,0,1,1,1,1,1,0,39.58,54.86,66.02,59.41,9999,1,1,0,1,0,1,0,0,0.307,0.693,4,4229
0,0,0,0,1,0,0,0,0,0,0,52.41,48.6,54.53,57,9999,0,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,4230
1,0,0,0,0,0,0,0,0,0,0,52.9,52.53,60.9,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4231
0,0,0,0,0,1,1,1,1,1,0,50.95,61.77,68.91,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4233
1,0,0,1,0,1,1,1,1,1,0,57,61.23,64.66,69.96,9999,1,9999,9999,9999,9999,9999,0.004,0,0.643,0.353,3,4235
0,1,0,1,1,9999,9999,9999,9999,9999,9999,39.16,42.58,9999,9999,9999,0,9999,9999,9999,9999,9999,0.275,0.725,0,0,2,4236
1,0,1,0,0,1,0,1,0,0,1,44.28,48.51,73.24,9999,9999,0,1,1,1,1,1,0.002,0,0.977,0.021,3,4243
1,0,1,0,0,9999,9999,9999,9999,9999,9999,65.07,67.53,9999,9999,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,4246
1,1,1,1,1,1,1,1,0,1,0,55.02,56.64,68.3,65.31,72.9,1,1,1,1,1,1,0.957,0.043,0,0,1,4247
0,0,1,0,0,1,0,1,0,0,0,56.3,9999,76.35,9999,71.82,0,1,0,0,0,0,0,0,0.934,0.066,3,4248
1,0,1,1,1,1,9999,1,0,0,0,46.91,66.49,69.72,84.65,78.49,0,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,4249
0,1,1,0,0,1,1,1,1,1,0,58.28,67.04,9999,9999,9999,0,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,4250
1,0,0,1,1,1,0,0,0,0,9999,52.53,57.99,73.3,9999,9999,0,9999,9999,9999,9999,9999,0.031,0.964,0,0.006,2,4251
1,0,0,0,1,1,1,1,1,1,0,41.69,39.75,44.3,46.36,9999,1,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,4254
1,1,1,1,0,9999,9999,9999,9999,9999,9999,36.38,29.21,9999,9999,9999,1,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,4261
0,0,0,0,0,9999,9999,9999,9999,9999,0,52.3,45.55,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4262
0,1,1,1,1,9999,9999,9999,9999,9999,9999,37.79,44.16,9999,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,4263
1,0,1,0,1,1,0,0,1,1,9999,51.77,46.11,71.97,75.38,75.91,0,1,0,1,1,1,0.048,0.951,0,0.001,2,4264
1,0,0,0,0,0,1,1,0,0,0,74.03,9999,95.26,97.39,9999,1,1,1,1,1,1,0,0,0.307,0.693,4,4266
1,0,1,0,0,9999,9999,9999,9999,9999,0,34.16,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,4267
1,1,1,1,1,1,1,1,1,1,9999,63.48,60.84,70.23,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4268
0,0,0,0,0,0,0,0,0,0,0,47.72,59.73,67.45,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4269
0,0,0,0,0,0,0,0,0,0,9999,43.02,49.83,50.26,49.66,39.43,0,1,1,1,1,1,0,0,0.117,0.883,4,4272
0,0,1,0,0,0,0,0,0,0,9999,51.44,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,4274
0,1,1,1,0,1,0,0,0,0,0,55.59,63.49,82.61,9999,83.14,1,9999,9999,9999,9999,9999,0.262,0,0.738,0,3,4276
1,1,1,1,1,1,1,1,0,0,0,51.79,51.13,74.64,9999,9999,1,0,0,0,0,0,0.957,0.043,0,0,1,4279
0,0,0,0,0,0,0,0,0,0,9999,47.68,52.09,59.56,60.9,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4280
0,1,1,1,1,9999,9999,9999,9999,9999,0,58.87,51.98,9999,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,4286
0,0,1,1,0,1,1,1,0,0,0,65.55,74.31,82.57,87.74,98.02,1,1,1,1,1,1,0.011,0,0.972,0.017,3,4287
0,0,0,0,0,9999,9999,9999,9999,9999,9999,47.66,54.85,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4289
1,1,1,1,0,1,0,1,0,0,0,58.22,64.15,63.45,65.14,69.89,0,1,0,1,1,1,0.65,0,0.35,0,1,4291
0,0,0,0,0,1,1,1,1,1,0,57.48,61.97,61.64,68.41,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4292
1,0,1,1,0,1,1,1,1,0,0,54.54,9999,63.85,64.94,9999,1,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,4293
0,0,0,0,0,0,0,0,0,0,0,64.22,63.88,61.9,78.31,79.07,1,1,0,1,1,0,0,0,0.117,0.883,4,4294
0,0,0,0,0,0,1,1,0,0,0,73.33,9999,74.52,77.87,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4295
1,0,0,0,1,0,0,1,1,1,0,49.66,42.58,52.44,49.61,9999,0,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,4297
0,0,0,0,0,1,0,1,0,0,0,52.72,50.04,63.9,9999,9999,1,0,1,0,0,0,0,0,0.117,0.883,4,4298
1,0,1,1,0,9999,9999,9999,9999,9999,0,46.58,37.69,9999,52.07,9999,0,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,4301
0,0,0,0,0,9999,9999,9999,9999,9999,9999,50.53,51.67,50.88,53.91,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4302
1,1,0,0,0,9999,9999,9999,9999,9999,9999,44.89,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,4303
1,1,1,0,1,1,0,1,0,0,0,41.25,45.27,9999,9999,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,4305
0,0,0,0,0,1,1,1,1,1,9999,52.29,9999,64.67,9999,9999,1,0,1,1,1,1,0,0,0.117,0.883,4,4308
0,0,0,0,0,9999,9999,9999,9999,9999,9999,36.27,42.86,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4309
1,1,0,1,0,9999,9999,9999,9999,9999,9999,34.54,33.76,9999,9999,9999,0,9999,9999,9999,9999,9999,0.15,0,0.85,0,3,4311
1,0,0,0,0,9999,9999,9999,9999,9999,0,48.69,51.65,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4312
1,1,0,1,0,1,1,1,1,1,0,42.23,41.03,45.25,54.66,57.52,0,0,0,0,0,1,0.15,0,0.85,0,3,4314
0,0,1,0,0,0,0,0,0,0,0,54.3,61.1,76.02,83.41,74.83,1,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,4318
1,0,0,0,0,0,0,0,0,0,0,55.41,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4320
1,0,1,1,1,1,1,1,1,1,0,41.46,45.96,51.57,56.14,50.44,1,0,0,1,1,1,0.337,0.663,0,0,2,4325
0,1,1,1,1,0,1,1,1,1,0,42.36,46.23,47.15,41.83,62.72,1,0,1,0,0,0,0.859,0.141,0,0,1,4326
1,1,1,1,1,1,1,1,1,1,0,55.03,67.44,64.79,78.42,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4330
0,0,1,1,1,9999,9999,9999,9999,9999,9999,52.91,52.67,9999,9999,9999,0,9999,9999,9999,9999,9999,0.122,0.877,0,0,2,4331
1,0,1,0,0,9999,9999,9999,9999,9999,9999,46.32,56.22,9999,9999,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,4332
1,0,0,0,0,0,1,1,1,1,0,56.71,61.11,74.82,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4334
1,1,0,1,1,0,0,0,0,0,0,55.76,64.1,66.77,71.06,79.4,0,0,0,1,1,1,0.58,0.42,0,0,1,4335
0,0,0,0,0,0,1,1,0,0,0,59.15,9999,67.5,68.8,9999,1,0,0,0,1,0,0,0,0.117,0.883,4,4337
0,0,0,0,0,9999,9999,9999,9999,9999,9999,33.67,43.65,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4338
0,0,0,0,0,9999,9999,9999,9999,9999,9999,37.56,39.28,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4339
1,0,0,0,0,0,0,0,9999,0,9999,49.85,64.49,71.58,79.09,74.76,1,1,0,1,1,0,0,0,0.307,0.693,4,4346
1,1,0,1,1,1,1,1,1,0,0,33.26,33.03,41.99,52.02,45.78,0,1,0,1,1,1,0.58,0.42,0,0,1,4347
1,1,1,9999,1,0,1,0,0,0,9999,34.62,9999,39.46,9999,9999,0,9999,9999,9999,9999,9999,0.917,0.083,0,0,1,4349
1,1,1,1,1,9999,9999,9999,9999,9999,0,37.73,36.62,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4351
1,0,0,0,0,1,0,0,0,0,0,46.01,54.71,53.88,9999,9999,0,1,1,1,1,1,0,0,0.307,0.693,4,4353
1,1,1,1,1,0,0,1,0,0,0,61.05,67.07,75.55,82.98,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4354
1,1,1,1,0,1,0,0,0,1,9999,64.73,61.84,75.79,73.85,75.69,0,1,1,1,1,0,0.65,0,0.35,0,1,4355
1,1,0,1,1,0,0,0,0,0,0,47.48,58.15,67.58,67.8,70.03,1,1,1,1,1,1,0.58,0.42,0,0,1,4356
1,1,1,1,0,0,1,1,0,0,0,62.27,63.44,75.37,9999,65.78,0,0,1,0,1,1,0.65,0,0.35,0,1,4357
0,1,0,0,1,1,1,1,1,1,0,53.42,48.08,9999,9999,9999,1,0,0,0,1,1,0.036,0.964,0,0,2,4358
1,1,0,1,1,1,1,1,1,1,9999,50.61,58.67,70.33,9999,9999,1,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,4359
0,0,0,0,0,0,0,1,0,0,9999,36.23,56.84,68.65,62,9999,1,1,0,1,0,1,0,0,0.117,0.883,4,4361
1,0,1,1,1,0,0,0,0,0,0,42.33,55.94,58.03,9999,9999,0,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,4362
0,1,0,0,0,1,1,1,1,1,0,58.37,63.86,75.94,85.76,80.11,1,0,0,1,1,1,0.001,0,0.999,0,3,4363
1,1,1,0,1,1,1,1,1,1,0,74.19,84.7,88.48,88.28,9999,1,1,1,1,1,1,0.687,0.313,0,0,1,4365
1,1,0,1,1,0,0,0,1,1,0,45.61,63.28,87.19,9999,9999,1,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,4366
1,1,1,1,1,1,1,1,1,1,0,58.56,55.62,62.29,86.5,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4369
0,0,0,0,0,1,1,1,1,1,9999,46.23,9999,60.07,61.06,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4372
1,1,0,1,0,0,0,1,1,0,0,52.23,62.32,74.05,73.06,68.53,1,1,1,1,1,1,0.15,0,0.85,0,3,4373
1,1,1,1,1,1,1,1,1,1,9999,51.3,57.19,70.7,78.39,77.42,1,1,1,1,1,1,0.957,0.043,0,0,1,4374
1,1,1,0,1,9999,9999,9999,9999,9999,9999,53.12,46.35,9999,9999,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,4375
1,0,0,0,1,0,0,0,0,0,0,55.81,55.49,62.27,9999,9999,1,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,4379
1,1,1,1,1,0,1,0,0,0,9999,39,40.15,48.51,37.22,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4381
1,0,0,0,0,9999,9999,9999,9999,9999,0,68.62,78.77,82.01,9999,92.72,1,1,1,1,1,1,0,0,0.307,0.693,4,4382
1,1,1,1,1,9999,9999,9999,9999,9999,0,60.89,62.73,9999,69.75,9999,1,1,0,1,1,1,0.957,0.043,0,0,1,4386
1,0,0,0,1,0,0,0,0,0,1,50.75,59.75,71.58,9999,67.02,0,1,1,1,1,0,0.003,0.937,0,0.06,2,4387
1,1,1,1,1,9999,9999,9999,9999,9999,0,49,56.04,9999,9999,65.97,1,1,1,0,1,1,0.957,0.043,0,0,1,4389
0,1,1,0,1,0,0,0,0,0,0,54.17,59.47,73.02,77.6,76.45,1,9999,9999,9999,9999,9999,0.376,0.624,0,0,2,4390
0,0,0,0,0,0,0,1,1,0,0,58.41,64.39,72.71,75.14,81.13,1,1,0,0,0,0,0,0,0.117,0.883,4,4395
0,0,0,0,0,1,0,0,0,0,0,45.07,51.72,50.89,47.42,39.91,0,0,0,0,1,1,0,0,0.117,0.883,4,4396
1,1,1,0,0,1,1,1,1,1,0,53.27,58.11,76.25,83.36,92.95,0,1,0,1,1,0,0.063,0,0.937,0,3,4397
1,0,0,0,0,0,0,0,0,0,9999,47.29,44.86,60.43,9999,9999,1,1,1,1,1,1,0,0,0.307,0.693,4,4398
0,0,9999,0,0,0,0,0,0,0,0,62.99,60.41,9999,9999,9999,0,1,1,1,1,1,0,0,0.231,0.769,4,4401
1,0,0,1,1,9999,9999,9999,9999,9999,9999,27.36,32,9999,9999,9999,0,9999,9999,9999,9999,9999,0.031,0.964,0,0.006,2,4402
0,0,0,0,0,0,0,0,0,0,9999,42.56,36.41,48.91,53.21,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4405
1,0,0,0,1,0,0,0,0,0,9999,52.13,56.1,64.06,67.72,9999,0,0,0,0,0,0,0.003,0.937,0,0.06,2,4406
0,0,0,0,0,1,0,0,0,0,9999,50.69,9999,61.25,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4407
1,1,1,1,1,1,1,1,1,1,0,59.36,67.1,76.49,77.72,84.31,1,0,0,0,1,0,0.957,0.043,0,0,1,4408
1,0,1,0,0,9999,9999,9999,9999,9999,0,36.46,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,4411
0,0,0,0,0,0,0,0,0,0,9999,48.19,67.45,65.33,65.47,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4415
0,1,1,1,1,0,0,0,0,0,0,38.65,45.78,52.05,60.84,9999,1,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,4416
1,1,0,0,1,1,1,0,1,1,0,42.62,52.81,59.19,62.05,64.78,1,0,0,1,1,0,0.121,0.879,0,0,2,4417
1,0,0,0,1,1,1,1,1,1,9999,34.8,48.28,48.65,49.51,9999,1,1,1,1,1,1,0.003,0.937,0,0.06,2,4418
1,1,0,1,1,1,1,1,0,0,9999,59.44,66.5,87.34,88.9,9999,1,1,0,1,1,1,0.58,0.42,0,0,1,4419
1,0,0,0,0,9999,9999,9999,9999,9999,0,36.68,39.4,9999,9999,43.83,1,0,0,0,0,0,0,0,0.307,0.693,4,4420
1,0,1,1,1,9999,9999,9999,9999,9999,9999,53.22,64.63,9999,9999,9999,1,0,0,0,1,0,0.337,0.663,0,0,2,4422
1,1,1,1,1,9999,9999,9999,9999,9999,9999,45.92,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4423
1,0,0,0,0,9999,9999,9999,9999,9999,0,51.62,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4424
0,0,0,0,9999,1,1,1,1,1,0,52.13,58.35,64.38,64.01,62.79,1,1,1,1,1,1,0,0.067,0.107,0.826,4,4425
1,0,1,1,1,9999,9999,9999,9999,9999,0,63.41,66.97,74.88,81.54,81.7,0,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,4426
1,0,0,0,0,1,0,1,1,0,0,63.51,66.73,80.69,9999,89.98,0,1,1,1,1,1,0,0,0.307,0.693,4,4429
0,1,1,1,1,1,1,1,1,1,9999,42.81,62.27,71.44,9999,78.64,1,0,0,1,1,1,0.859,0.141,0,0,1,4431
1,1,1,1,1,1,0,1,0,0,9999,47.98,57.06,64.94,68.21,76.49,1,1,1,1,1,1,0.957,0.043,0,0,1,4432
1,1,1,1,1,0,0,0,0,0,9999,50.81,55.78,54.36,63.12,9999,1,1,0,0,1,1,0.957,0.043,0,0,1,4435
1,1,1,0,0,1,0,1,0,0,0,51.7,50.16,64.96,67.64,63.72,1,0,1,1,0,0,0.063,0,0.937,0,3,4437
0,0,0,0,0,1,1,1,1,1,0,46.49,56.16,60.63,70.03,70.58,1,1,1,1,1,1,0,0,0.117,0.883,4,4439
0,0,0,0,0,0,0,0,0,0,9999,36.04,40.39,30.52,34.66,32.77,1,1,1,1,1,1,0,0,0.117,0.883,4,4440
0,1,1,1,1,1,1,1,1,1,9999,36.36,40.62,40.24,40.1,38.9,1,0,0,0,0,0,0.859,0.141,0,0,1,4441
0,0,0,0,0,9999,9999,9999,9999,9999,9999,38.32,52.23,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4445
0,0,0,0,0,9999,9999,9999,9999,9999,0,37.82,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4446
1,1,1,1,1,0,0,1,0,0,0,53.84,62.97,70.41,9999,9999,1,1,0,1,1,0,0.957,0.043,0,0,1,4447
0,0,0,0,0,0,0,0,0,0,0,59.41,58.74,72.82,9999,76.17,1,1,0,1,1,1,0,0,0.117,0.883,4,4449
0,0,0,0,0,0,0,0,0,0,9999,46.56,49.6,54.46,58.29,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4451
1,0,0,0,0,9999,9999,9999,9999,9999,9999,51.31,57.87,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4452
1,0,1,0,1,1,0,1,0,0,0,67.72,72.83,9999,9999,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,4454
0,0,0,0,0,1,0,1,0,0,0,51.29,55.53,74.51,75.64,78.48,1,1,0,1,1,1,0,0,0.117,0.883,4,4456
0,0,0,0,0,0,1,0,0,0,0,49.06,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4457
1,1,1,0,0,0,1,0,0,0,9999,41.77,46.59,9999,51.31,9999,0,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,4461
1,1,0,1,1,0,1,1,0,0,0,46.27,47.83,69.75,68.11,9999,0,0,0,0,0,0,0.58,0.42,0,0,1,4463
0,0,1,0,0,1,0,0,0,0,0,50.45,60.24,73.72,76.48,9999,0,1,1,1,1,1,0,0,0.934,0.066,3,4464
0,0,1,1,1,0,0,0,1,1,9999,40.36,9999,50,9999,9999,1,9999,9999,9999,9999,9999,0.122,0.877,0,0,2,4465
0,0,0,0,0,9999,9999,9999,9999,9999,9999,47.53,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4466
1,0,1,0,1,1,1,0,1,1,0,61.5,63.05,79.12,84.49,91.48,0,0,0,1,1,1,0.048,0.951,0,0.001,2,4468
0,0,0,0,0,9999,9999,9999,9999,9999,0,50.07,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4471
1,0,0,1,0,1,0,1,0,0,0,49.28,53.43,9999,9999,9999,1,1,0,1,1,0,0.004,0,0.643,0.353,3,4475
9999,1,1,9999,9999,9999,9999,9999,9999,9999,9999,41.6,32.82,9999,9999,9999,0,9999,9999,9999,9999,9999,0.755,0.083,0.162,0,1,4476
1,0,1,0,0,1,1,1,1,1,0,67.98,72.04,78.35,82.4,84.36,1,1,1,1,1,1,0.002,0,0.977,0.021,3,4479
0,1,1,1,0,1,1,1,1,1,0,58.91,64.11,71.12,77.07,83.05,1,1,1,1,1,1,0.262,0,0.738,0,3,4481
1,1,0,1,1,9999,9999,9999,9999,9999,9999,56.92,62.86,9999,9999,9999,0,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,4482
1,0,1,0,0,1,0,1,0,0,9999,54.27,58.8,73.83,81.25,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,4486
1,0,0,0,0,9999,9999,9999,9999,9999,0,54.68,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4489
0,0,0,9999,0,0,0,0,0,0,0,58.21,61.7,70.89,72.73,9999,1,9999,9999,9999,9999,9999,0,0,0.138,0.862,4,4491
