AB39M,AB39T,AB39U,AB39W,AB39X,GA33A,GA33H,GA33I,GA33K,GA33L,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE,KA9B,KA9C,KA9D,KA9G,KA9K,CPROB11,CPROB12,CPROB13,CPROB14,CMOD1,CASENUM
1,1,1,1,1,1,1,1,1,1,0,56.06,59,79.84,77.68,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3794
1,0,0,0,1,0,0,0,0,0,0,54.78,51.55,62.74,9999,54.12,0,0,0,1,1,0,0.003,0.937,0,0.06,2,3796
9999,9999,1,1,1,1,0,0,0,0,0,38.12,40.95,41.36,48.71,9999,1,9999,9999,9999,9999,9999,0.836,0.164,0,0,1,3800
1,1,1,1,1,1,1,1,1,1,0,51.64,59.44,74.91,81.15,81.17,1,1,1,1,1,1,0.957,0.043,0,0,1,3801
0,1,1,0,0,9999,9999,9999,9999,9999,0,62.55,66.3,9999,9999,9999,1,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,3802
0,9999,1,0,0,0,0,0,0,0,0,55.69,58.75,9999,64.03,64.75,1,0,0,0,0,0,0.005,0,0.952,0.044,3,3803
1,0,1,1,0,9999,9999,9999,9999,9999,9999,35.42,43.95,9999,58.7,9999,0,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,3804
1,1,1,1,1,1,1,1,1,1,0,51.29,9999,9999,9999,9999,0,1,0,1,1,1,0.957,0.043,0,0,1,3805
1,0,0,1,0,9999,9999,9999,9999,9999,9999,37.8,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.004,0,0.643,0.353,3,3806
1,1,1,1,0,9999,9999,9999,9999,9999,9999,60.02,60.93,9999,9999,9999,1,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,3810
0,0,0,0,0,9999,9999,9999,9999,9999,9999,49.99,47.29,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3812
0,0,0,1,1,1,0,0,0,0,0,51.02,48.81,64.26,62.26,9999,0,1,1,1,1,1,0.008,0.965,0,0.026,2,3813
0,1,1,0,0,1,0,1,0,0,9999,42.21,9999,52.4,55.6,49.28,1,0,0,0,0,0,0.013,0,0.987,0,3,3814
1,0,0,0,0,0,0,1,1,1,0,38.86,54.13,59.78,45.77,41.62,1,0,0,0,0,0,0,0,0.307,0.693,4,3815
0,1,1,1,1,1,1,0,0,0,9999,42.25,37.33,40.98,42.3,41.24,0,0,0,1,1,1,0.859,0.141,0,0,1,3816
1,0,0,0,0,1,0,0,9999,0,0,70.05,69.23,78.52,81.66,78.77,0,1,1,1,1,1,0,0,0.307,0.693,4,3819
0,0,1,1,0,9999,9999,9999,9999,9999,0,49.84,40.77,9999,9999,9999,0,1,0,1,1,1,0.011,0,0.972,0.017,3,3820
0,0,0,0,0,0,1,1,1,1,0,48.94,53.38,56.11,64,67.73,1,0,0,0,0,1,0,0,0.117,0.883,4,3821
0,0,0,0,0,9999,9999,9999,9999,9999,9999,37.78,34.36,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3822
1,0,0,0,1,0,1,0,0,1,9999,47.51,9999,63.95,73.25,9999,0,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,3823
0,1,0,1,1,1,0,0,0,0,9999,41.23,47.41,43.7,9999,9999,1,9999,9999,9999,9999,9999,0.275,0.725,0,0,2,3825
0,1,1,1,1,9999,9999,9999,9999,9999,9999,45.51,52.63,9999,9999,65.2,0,1,0,0,1,0,0.859,0.141,0,0,1,3827
1,1,1,1,1,9999,9999,9999,9999,9999,9999,55.11,60.06,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3829
0,0,0,1,1,1,1,1,1,1,0,36.86,43.07,57.5,9999,9999,0,1,1,9999,1,1,0.008,0.965,0,0.026,2,3830
1,1,0,9999,1,9999,9999,9999,9999,9999,9999,41.87,35.38,9999,9999,9999,1,9999,9999,9999,9999,9999,0.407,0.593,0,0,2,3831
0,0,0,0,0,0,0,0,0,0,0,47.19,44.29,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3832
1,1,1,1,1,1,0,1,0,1,0,53.62,61.41,64.57,69.68,75.1,1,1,1,1,1,1,0.957,0.043,0,0,1,3834
1,0,0,0,1,9999,9999,9999,9999,9999,9999,43.44,43.63,9999,9999,9999,1,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,3836
1,1,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,3837
1,0,1,0,0,0,0,1,0,0,0,63.07,64.05,75.27,9999,9999,1,1,0,1,1,0,0.002,0,0.977,0.021,3,3839
0,0,0,0,0,0,0,0,0,0,0,56.55,62.58,9999,9999,9999,0,0,1,0,0,0,0,0,0.117,0.883,4,3843
1,1,1,1,1,9999,9999,9999,9999,9999,0,54.66,59.05,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3844
1,1,1,1,1,1,1,1,1,1,0,53.51,61.16,64.41,72.31,9999,0,0,0,0,0,0,0.957,0.043,0,0,1,3847
1,0,1,0,0,1,1,1,1,1,0,64.18,67.71,78.54,84.99,82.38,1,1,1,1,1,1,0.002,0,0.977,0.021,3,3849
1,0,1,1,0,9999,9999,9999,9999,9999,9999,36.63,40.15,9999,9999,9999,1,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,3850
0,0,1,0,0,0,0,1,0,0,0,47.19,52.15,60.89,75.1,69.73,0,1,1,1,1,1,0,0,0.934,0.066,3,3852
1,0,0,1,1,1,0,1,0,0,0,57.74,62.72,9999,9999,57.51,0,1,1,1,1,1,0.031,0.964,0,0.006,2,3853
1,9999,9999,9999,9999,1,1,1,1,1,9999,41.27,55.54,71.08,64.7,9999,0,1,0,0,1,1,0.391,0.224,0.248,0.136,1,3855
0,0,0,0,0,9999,9999,9999,9999,9999,0,50.6,45.02,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3860
1,0,1,1,1,1,1,1,1,1,0,58.79,9999,72.98,54.27,70,0,1,1,1,0,1,0.337,0.663,0,0,2,3869
1,0,1,0,0,0,0,0,0,0,0,41.23,44.77,52.87,9999,53.85,1,0,0,0,1,0,0.002,0,0.977,0.021,3,3871
1,0,0,0,0,1,0,1,0,0,0,54.39,57.1,68.89,71.49,63.66,1,1,0,1,1,1,0,0,0.307,0.693,4,3874
1,1,1,9999,1,1,1,1,1,1,1,69.8,64.8,81.54,77.94,99.3,1,1,0,1,1,1,0.917,0.083,0,0,1,3876
1,9999,0,0,0,1,0,0,0,0,0,29.8,42.25,63.71,69.84,9999,1,0,1,1,0,1,0.001,0,0.406,0.593,4,3880
1,1,0,1,1,1,1,1,1,1,0,60.08,66.56,82.14,83.55,79.43,1,0,1,1,1,1,0.58,0.42,0,0,1,3882
1,0,0,0,0,1,0,1,0,1,9999,40.99,57.58,54.86,58.41,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3885
0,0,1,0,0,9999,9999,9999,9999,9999,0,49.73,49.13,9999,63.19,9999,1,1,0,0,1,1,0,0,0.934,0.066,3,3887
1,1,1,0,1,9999,9999,9999,9999,9999,9999,49.22,49.8,9999,62.54,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,3888
1,0,1,0,0,1,1,1,0,1,0,58.71,61.33,71.73,72.33,77.24,1,1,0,1,1,1,0.002,0,0.977,0.021,3,3889
0,0,0,0,0,0,0,0,0,0,9999,38.76,48.33,56.94,9999,62.87,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3890
1,0,0,0,0,1,1,1,1,1,0,37.62,39.49,49.73,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3891
1,0,0,0,0,1,1,1,1,0,0,56.22,9999,68.79,9999,63.4,0,1,1,1,1,1,0,0,0.307,0.693,4,3892
1,1,1,1,1,9999,9999,9999,9999,9999,9999,66.09,70.81,9999,9999,83.07,0,1,1,1,1,1,0.957,0.043,0,0,1,3897
1,1,1,1,1,1,0,0,0,0,0,43.64,48.32,53.35,51.65,47.67,1,0,0,0,0,0,0.957,0.043,0,0,1,3898
1,1,0,0,1,1,0,1,1,0,0,62.9,62.14,81.8,87.75,9999,1,1,1,1,1,1,0.121,0.879,0,0,2,3899
1,1,1,0,0,0,1,0,0,0,9999,39.08,47.82,46.02,44.84,33.69,0,1,1,1,1,1,0.063,0,0.937,0,3,3900
1,1,1,0,0,1,0,0,0,0,9999,61.3,60.85,67.69,72.43,71.34,1,0,1,0,1,1,0.063,0,0.937,0,3,3901
0,0,0,0,1,1,0,0,0,0,0,42.88,44.22,9999,9999,9999,0,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,3906
1,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,3907
1,1,1,0,1,0,1,0,1,0,0,52.8,54.72,38.88,38.3,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,3908
1,0,1,1,1,0,1,0,0,1,1,49.63,57.98,9999,75.66,9999,0,1,1,1,1,1,0.337,0.663,0,0,2,3909
1,0,0,0,0,0,0,0,0,0,0,52.53,51.92,55.98,9999,44.14,1,1,0,1,1,0,0,0,0.307,0.693,4,3911
0,0,0,0,0,0,0,0,0,0,0,48.28,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3912
1,0,0,0,0,0,1,0,0,0,0,57.41,56.36,74.28,68.03,9999,0,0,0,0,1,0,0,0,0.307,0.693,4,3917
0,1,0,0,1,0,0,0,0,0,9999,46.68,40.48,49.29,9999,9999,0,9999,9999,9999,9999,9999,0.036,0.964,0,0,2,3920
0,0,1,1,1,0,0,1,1,1,0,63.11,9999,79.66,86.84,84.56,1,0,0,0,1,0,0.122,0.877,0,0,2,3921
1,1,1,1,1,1,1,1,1,1,0,60.4,65.74,69.93,62.17,9999,0,1,1,1,1,1,0.957,0.043,0,0,1,3923
0,1,1,1,1,9999,9999,9999,9999,9999,9999,55.55,57.8,9999,9999,9999,1,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,3925
0,0,0,0,0,1,0,0,0,0,0,44.02,39.17,73.55,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3926
0,0,0,0,0,0,0,0,0,0,9999,59.23,57.99,57.4,9999,9999,1,0,0,1,0,1,0,0,0.117,0.883,4,3927
1,1,0,0,1,1,0,0,1,1,9999,33.4,31.1,34.05,38.08,9999,0,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,3929
1,0,0,0,1,0,0,0,1,0,0,49.08,56.86,64.97,71.92,73.98,1,1,1,1,1,1,0.003,0.937,0,0.06,2,3931
1,0,0,1,1,0,0,0,0,0,0,50.66,47.75,56.76,52.72,45.29,1,0,0,0,0,0,0.031,0.964,0,0.006,2,3933
0,1,1,1,1,0,1,1,0,0,0,56.58,54.87,65.72,62.84,63.31,0,1,1,1,1,1,0.859,0.141,0,0,1,3934
1,0,0,0,0,1,0,0,1,0,0,56.54,57.99,68.67,71.44,76.07,0,0,0,1,1,1,0,0,0.307,0.693,4,3935
0,1,0,0,1,9999,9999,9999,9999,9999,9999,39.85,33.72,9999,9999,9999,0,9999,9999,9999,9999,9999,0.036,0.964,0,0,2,3936
1,0,1,1,1,9999,9999,9999,9999,9999,0,36.9,37.11,53.83,34.65,54.97,0,0,0,0,0,0,0.337,0.663,0,0,2,3937
1,0,1,0,0,1,1,0,1,0,0,54.96,59.26,66.51,79.86,74.96,1,0,1,1,1,0,0.002,0,0.977,0.021,3,3940
1,1,1,1,1,1,0,0,0,0,0,41.28,45.42,56.36,57.61,56.81,0,0,1,1,1,0,0.957,0.043,0,0,1,3943
0,0,0,0,0,9999,9999,9999,9999,9999,0,40.37,44.3,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,3944
0,0,1,0,0,0,1,1,0,0,0,45.36,60.79,69.01,72.31,66.31,0,1,1,1,1,1,0,0,0.934,0.066,3,3946
0,0,1,0,0,9999,9999,9999,9999,9999,9999,52.47,59.5,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,3947
1,0,0,1,1,9999,9999,9999,9999,9999,9999,44.9,44.1,9999,9999,9999,0,9999,9999,9999,9999,9999,0.031,0.964,0,0.006,2,3948
1,1,1,1,1,1,1,1,1,1,0,66.84,76.52,91.31,9999,9999,1,1,1,1,1,0,0.957,0.043,0,0,1,3949
1,0,0,0,0,9999,9999,9999,9999,9999,9999,49.38,45.12,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3950
1,0,0,0,0,0,0,0,0,0,0,59.16,9999,74.46,75.63,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,3951
1,1,0,0,1,1,1,1,1,1,9999,56.19,58.45,65.67,69.4,65.13,0,1,1,1,1,1,0.121,0.879,0,0,2,3953
1,0,0,1,1,0,0,1,0,0,0,45.76,38.17,50.06,56.32,55.94,0,1,1,0,1,1,0.031,0.964,0,0.006,2,3954
1,1,1,0,0,9999,9999,9999,9999,9999,0,47.32,40.13,9999,9999,9999,1,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,3955
0,0,0,0,0,1,0,0,0,0,0,41.99,48.23,65.65,63.41,66.2,1,0,1,1,1,1,0,0,0.117,0.883,4,3956
0,1,0,0,0,9999,9999,9999,9999,9999,0,65.28,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.001,0,0.999,0,3,3957
1,0,1,0,0,1,1,1,1,0,0,59.17,65.3,76.18,77.92,82.69,0,1,0,1,1,1,0.002,0,0.977,0.021,3,3958
0,0,1,0,0,0,0,0,0,0,0,57.47,57.4,61.19,59.49,9999,0,1,1,1,1,1,0,0,0.934,0.066,3,3960
0,1,0,0,0,1,1,1,1,1,9999,34.22,56.64,9999,9999,9999,0,9999,9999,9999,9999,9999,0.001,0,0.999,0,3,3962
1,0,1,1,1,0,0,0,0,0,9999,53.77,44.08,66.86,69.27,64.85,0,1,1,1,1,1,0.337,0.663,0,0,2,3965
1,0,1,0,1,0,0,0,0,0,0,68.71,68.03,72.19,76.22,80.69,1,1,1,1,1,0,0.048,0.951,0,0.001,2,3966
1,0,0,0,0,0,0,0,0,0,0,55.33,61.44,73.95,78.7,77.75,1,1,1,1,1,1,0,0,0.307,0.693,4,3967
1,1,1,1,1,1,1,1,1,0,0,64.2,68.62,78.84,85.38,88.45,1,9999,0,0,1,0,0.957,0.043,0,0,1,3969
1,0,0,0,0,0,0,0,0,0,0,48.02,51.66,54.3,55.39,54.45,1,0,0,0,0,0,0,0,0.307,0.693,4,3970
1,1,1,0,0,1,1,1,1,1,9999,54.14,56.85,51.47,70.94,9999,1,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,3971
1,1,1,1,1,1,0,0,0,1,0,61.6,62.38,68.82,72.07,68.08,1,0,0,0,0,1,0.957,0.043,0,0,1,3973
1,0,1,0,0,0,1,1,1,1,0,49.78,53.7,53,9999,9999,1,1,1,1,1,1,0.002,0,0.977,0.021,3,3976
1,0,0,9999,0,1,0,1,1,1,0,58.48,67.53,80.71,73.52,80.32,1,1,0,1,1,1,0,0,0.347,0.652,4,3982
0,0,0,0,0,0,0,0,1,0,0,58.22,9999,75.43,80.97,71.35,0,0,0,1,1,1,0,0,0.117,0.883,4,3984
0,0,1,1,0,1,1,1,1,0,0,52.28,46.82,62.76,9999,9999,0,9999,9999,9999,9999,9999,0.011,0,0.972,0.017,3,3987
0,1,0,0,1,9999,9999,9999,9999,9999,0,54.41,54.43,9999,9999,9999,1,1,1,0,1,0,0.036,0.964,0,0,2,3988
0,0,1,1,0,0,0,0,1,0,9999,47.63,9999,46.76,47.35,9999,0,9999,9999,9999,9999,9999,0.011,0,0.972,0.017,3,3992
1,1,1,1,1,0,0,0,0,0,0,63.59,9999,69.92,69.75,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3995
1,1,1,1,1,9999,9999,9999,9999,9999,9999,44.19,36.02,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3996
1,1,1,1,1,1,1,1,1,1,9999,56.07,56.9,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,3997
0,0,0,1,1,0,0,0,0,0,0,42.54,55,63.72,9999,9999,0,9999,9999,9999,9999,9999,0.008,0.965,0,0.026,2,3998
1,1,1,1,1,0,0,1,0,0,0,46.64,44.97,9999,9999,69.91,0,0,0,0,0,0,0.957,0.043,0,0,1,3999
0,0,0,1,0,9999,9999,9999,9999,9999,0,58.46,62.14,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.353,0.647,4,4000
1,0,1,0,0,9999,9999,9999,9999,9999,9999,34.18,43.47,9999,9999,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,4004
9999,1,0,0,0,9999,9999,9999,9999,9999,9999,42.43,44.73,9999,9999,9999,1,9999,9999,9999,9999,9999,0.004,0,0.996,0,3,4007
0,0,1,0,0,0,1,1,0,0,0,39.57,50.89,46.71,46.38,43.04,1,1,1,1,1,1,0,0,0.934,0.066,3,4008
1,0,1,1,1,1,1,1,1,1,0,64.42,72.43,79.27,79.62,87.59,0,1,1,1,1,1,0.337,0.663,0,0,2,4009
1,1,1,1,1,9999,9999,9999,9999,0,9999,37.17,29.31,34.79,9999,41.99,0,9999,9999,9999,1,1,0.957,0.043,0,0,1,4011
1,1,1,1,1,1,0,1,1,1,0,53.21,58.26,72.11,68.17,71.4,1,0,0,1,1,1,0.957,0.043,0,0,1,4012
1,0,0,0,0,0,0,0,0,0,0,59.94,65.04,70.76,9999,9999,0,1,1,1,0,1,0,0,0.307,0.693,4,4014
1,0,0,0,0,1,0,0,0,0,0,64.17,69.4,72.96,76.8,78.08,1,0,1,1,1,1,0,0,0.307,0.693,4,4015
1,1,1,1,1,0,0,0,1,0,9999,39.61,41.78,9999,9999,49.03,0,1,1,1,1,1,0.957,0.043,0,0,1,4016
0,0,0,1,1,9999,9999,9999,9999,9999,9999,33.93,39.71,9999,9999,41.87,1,9999,9999,9999,9999,9999,0.008,0.965,0,0.026,2,4018
0,0,9999,0,0,0,1,1,1,1,0,35.14,9999,52.8,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.231,0.769,4,4020
0,0,0,1,1,1,1,0,0,0,9999,50.51,9999,57.33,57.96,9999,0,9999,9999,9999,9999,9999,0.008,0.965,0,0.026,2,4022
0,0,0,1,0,1,1,1,1,1,9999,37.5,51.8,68.17,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.353,0.647,4,4023
0,9999,0,0,0,0,0,0,0,0,9999,50.82,50.71,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.17,0.829,4,4024
1,0,1,9999,1,1,1,1,0,0,0,51.95,55.27,9999,9999,68.71,0,1,0,1,1,0,0.201,0.798,0,0,2,4025
1,1,1,1,1,0,0,0,0,0,9999,55.46,59.74,9999,9999,9999,0,1,1,1,1,1,0.957,0.043,0,0,1,4027
1,1,1,1,1,9999,9999,9999,9999,9999,9999,59.65,60.72,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4028
1,0,1,0,0,1,1,1,1,1,0,60.45,69.59,90.19,94.31,99.3,0,1,1,1,1,0,0.002,0,0.977,0.021,3,4029
1,1,1,0,0,1,0,1,0,0,0,70.89,74.1,82.28,9999,9999,1,0,1,1,1,1,0.063,0,0.937,0,3,4030
1,1,1,1,1,9999,9999,9999,9999,9999,9999,57.16,56.72,9999,9999,9999,0,1,0,1,1,1,0.957,0.043,0,0,1,4031
1,1,1,0,1,1,0,0,0,0,0,63.13,64.8,67.74,9999,9999,1,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,4034
0,0,0,0,0,0,0,0,0,0,9999,46.33,39.88,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4035
0,0,0,1,1,1,1,1,1,1,0,60.95,63.15,75.69,77.78,77.51,1,1,1,1,1,1,0.008,0.965,0,0.026,2,4038
0,1,0,0,1,9999,9999,9999,9999,9999,9999,31.52,39.15,9999,9999,9999,0,9999,9999,9999,9999,9999,0.036,0.964,0,0,2,4039
1,0,9999,0,1,9999,9999,9999,9999,9999,9999,45.71,51.3,9999,9999,9999,0,9999,9999,9999,9999,9999,0.023,0.943,0,0.033,2,4042
1,0,0,0,1,9999,9999,9999,9999,9999,0,37.29,9999,9999,9999,78.21,0,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,4043
1,1,1,1,1,1,1,1,1,1,9999,64.99,65.02,73.96,75.24,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4051
1,0,1,1,1,1,0,1,0,1,9999,43.28,44.02,51.34,9999,9999,1,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,4053
0,1,0,1,0,9999,9999,9999,9999,9999,9999,29.86,44.09,9999,9999,9999,0,9999,9999,9999,9999,9999,0.033,0,0.967,0,3,4056
1,1,1,1,1,0,0,0,1,1,9999,58.58,66.43,76.27,75.89,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4057
0,0,0,0,1,1,1,1,1,0,9999,35.03,9999,46.97,9999,9999,1,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,4058
1,0,1,0,1,9999,9999,9999,9999,9999,9999,71.72,9999,9999,9999,9999,1,1,0,1,0,1,0.048,0.951,0,0.001,2,4059
0,0,0,0,0,0,0,0,0,0,0,63.05,73.69,81.74,93.11,87.44,1,1,0,0,0,0,0,0,0.117,0.883,4,4063
1,1,1,1,1,1,1,0,0,1,0,47.9,62.59,66.38,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4064
0,0,0,0,0,9999,9999,9999,9999,9999,9999,33.44,36.83,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4067
1,0,1,0,1,0,0,0,0,0,0,34.18,40.2,35.13,9999,9999,0,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,4069
0,0,0,0,0,0,0,0,0,0,9999,67.1,73.29,84.89,82.13,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4071
1,1,1,1,1,1,1,1,1,1,0,37.29,38.25,45.71,46.41,39.99,1,1,1,1,1,0,0.957,0.043,0,0,1,4072
0,0,0,0,0,1,1,1,1,1,0,33.39,27.33,39.32,66.16,62.71,0,1,0,1,1,1,0,0,0.117,0.883,4,4073
1,0,0,0,0,0,0,0,0,1,0,43.64,48.74,51,62.25,65.1,1,0,1,1,1,1,0,0,0.307,0.693,4,4076
1,1,1,1,1,1,1,0,1,0,0,48.64,51.67,63.09,9999,59.68,0,0,1,0,1,1,0.957,0.043,0,0,1,4077
1,0,0,0,0,1,1,1,1,0,0,62.09,70.69,67.97,76.1,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,4078
0,0,0,0,0,9999,9999,9999,9999,9999,9999,52.21,58.71,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,4082
0,1,1,0,0,0,0,0,0,0,9999,51.97,59.62,55.33,59.93,9999,1,1,0,1,0,1,0.013,0,0.987,0,3,4083
1,1,1,1,1,0,0,0,0,0,9999,35.36,36.91,35.23,34.72,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4084
0,1,1,0,0,0,0,1,0,0,0,58.43,56.79,52.4,9999,61.81,1,1,1,1,1,1,0.013,0,0.987,0,3,4086
0,0,0,0,0,1,0,0,0,0,9999,63.16,9999,64.25,71,72.41,0,0,1,0,1,1,0,0,0.117,0.883,4,4087
0,1,1,0,1,9999,9999,9999,9999,9999,9999,37.67,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.376,0.624,0,0,2,4088
0,1,0,0,1,0,1,1,0,1,0,51.93,57.92,63.13,69.21,9999,0,1,1,1,1,1,0.036,0.964,0,0,2,4089
0,0,1,1,0,1,0,1,1,1,0,36.39,60.17,9999,57.3,9999,0,1,1,1,1,1,0.011,0,0.972,0.017,3,4090
0,0,0,0,0,1,0,0,0,0,0,54.89,54.04,62.47,67.16,59.07,1,1,0,0,0,9999,0,0,0.117,0.883,4,4091
1,1,0,0,1,9999,9999,9999,9999,9999,9999,42.11,42.22,9999,9999,9999,1,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,4092
1,1,1,1,1,9999,9999,9999,9999,9999,9999,52.31,47.27,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4093
1,0,0,1,1,1,0,0,1,1,0,64.18,69.56,74.68,93.44,92.45,1,0,0,1,0,0,0.031,0.964,0,0.006,2,4094
1,1,1,1,1,0,0,0,9999,0,9999,40.03,45.2,54.99,9999,67.1,1,1,0,1,1,0,0.957,0.043,0,0,1,4095
1,1,1,1,1,1,1,1,1,1,0,57.81,56.35,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,4099
1,0,0,0,0,1,0,0,0,0,9999,56.48,63.76,68.62,76,77.66,0,1,1,1,1,1,0,0,0.307,0.693,4,4104
1,0,0,1,0,9999,9999,9999,9999,9999,0,37.81,37.52,71.49,9999,9999,0,9999,9999,9999,9999,9999,0.004,0,0.643,0.353,3,4107
1,9999,0,0,0,1,1,0,0,1,0,50.37,53.47,64.51,9999,65.3,1,1,1,1,1,1,0.001,0,0.406,0.593,4,4108
1,0,0,0,1,9999,9999,9999,9999,9999,9999,50.74,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,4114
1,0,1,0,0,1,1,1,1,0,0,41.25,51.82,9999,69.49,43.29,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,4116
0,0,0,0,0,9999,9999,9999,9999,9999,0,53.81,44.88,70.62,59.44,9999,0,1,1,1,1,1,0,0,0.117,0.883,4,4120
1,0,0,0,0,0,0,0,0,0,0,33.3,33.07,35.07,9999,31.09,0,1,1,1,1,1,0,0,0.307,0.693,4,4121
1,0,1,1,1,1,1,1,1,0,0,38.96,42.97,48.96,9999,63.06,0,1,0,1,1,0,0.337,0.663,0,0,2,4122
0,0,0,0,0,1,0,1,0,0,0,50.78,64.26,78.34,85.34,87.43,0,1,1,1,1,1,0,0,0.117,0.883,4,4124
0,0,0,0,1,9999,9999,9999,9999,9999,0,55.1,56.21,9999,9999,9999,1,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,4125
0,1,1,1,1,0,9999,0,1,0,9999,37.4,9999,37.94,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,4127
0,1,1,0,0,1,0,9999,0,0,0,56.73,63.33,73.13,75.13,78.24,0,1,0,1,1,0,0.013,0,0.987,0,3,4128
0,0,1,0,1,1,1,1,1,1,0,54.37,60.13,75.98,9999,9999,0,9999,9999,9999,9999,9999,0.014,0.982,0,0.004,2,4130
0,0,0,0,0,9999,9999,9999,9999,9999,9999,37.09,50.26,9999,9999,64.81,0,0,0,0,0,0,0,0,0.117,0.883,4,4131
1,0,1,1,0,0,0,0,0,0,9999,37.27,37.55,34.28,41.53,9999,0,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,4134
1,0,0,0,1,1,0,0,0,0,1,74.58,67.51,87.07,9999,87.35,1,0,0,1,1,0,0.003,0.937,0,0.06,2,4135
1,0,1,0,1,9999,9999,9999,9999,9999,0,50.84,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,4136
